Cation	Anion	Cationic family	Anionic family	T / K	η / mPa s
n-2,1,1	ac	ammonium	carboxylates	363,15	2,69
n-2,1,1	for	ammonium	carboxylates	293,20	10,04
n-2,1,1	for	ammonium	carboxylates	294,20	9,78
n-2,1,1	for	ammonium	carboxylates	295,20	9,52
n-2,1,1	for	ammonium	carboxylates	296,20	9,28
n-2,1,1	for	ammonium	carboxylates	297,20	9,04
n-2,1,1	for	ammonium	carboxylates	298,20	8,81
n-2,1,1	for	ammonium	carboxylates	299,20	8,60
n-2,1,1	for	ammonium	carboxylates	300,20	8,39
n-2,1,1	for	ammonium	carboxylates	301,20	8,18
n-2,1,1	for	ammonium	carboxylates	302,20	7,99
n-2,1,1	for	ammonium	carboxylates	303,20	7,80
n-2,1,1	for	ammonium	carboxylates	304,20	7,62
n-2,1,1	for	ammonium	carboxylates	305,20	7,45
n-2,1,1	for	ammonium	carboxylates	306,20	7,28
n-2,1,1	for	ammonium	carboxylates	307,20	7,11
n-2,1,1	for	ammonium	carboxylates	308,20	6,96
n-2,1,1	for	ammonium	carboxylates	309,20	6,81
n-2,1,1	for	ammonium	carboxylates	310,20	6,66
n-2,1,1	for	ammonium	carboxylates	311,20	6,52
n-2,1,1	for	ammonium	carboxylates	312,20	6,38
n-2,1,1	for	ammonium	carboxylates	313,20	6,25
n-2,1,1	for	ammonium	carboxylates	314,20	6,12
n-2,1,1	for	ammonium	carboxylates	315,20	5,99
n-2,1,1	for	ammonium	carboxylates	316,20	5,87
n-2,1,1	for	ammonium	carboxylates	317,20	5,76
n-2,1,1	for	ammonium	carboxylates	318,20	5,64
n-2,1,1	for	ammonium	carboxylates	319,20	5,54
n-2,1,1	for	ammonium	carboxylates	320,20	5,43
n-2,1,1	for	ammonium	carboxylates	321,20	5,33
n-2,1,1	for	ammonium	carboxylates	322,20	5,23
n-2,1,1	for	ammonium	carboxylates	323,20	5,13
n-2,1,1	for	ammonium	carboxylates	324,20	5,04
n-2,1,1	for	ammonium	carboxylates	325,20	4,94
n-2,1,1	for	ammonium	carboxylates	326,20	4,86
n-2,1,1	for	ammonium	carboxylates	327,20	4,77
n-2,1,1	for	ammonium	carboxylates	328,20	4,69
n-2,2,1	otf	ammonium	sulfonates	298,15	40,42
n-2,2,1	otf	ammonium	sulfonates	303,15	31,18
n-2,2,1	otf	ammonium	sulfonates	308,15	24,89
n-2,2,1	otf	ammonium	sulfonates	313,15	20,42
n-2,2,1	otf	ammonium	sulfonates	318,15	17,15
n-2,2,1	otf	ammonium	sulfonates	323,15	14,67
n-2,2,1	otf	ammonium	sulfonates	328,15	12,76
n-2,2,1	otf	ammonium	sulfonates	333,15	11,25
n-2,2,1	otf	ammonium	sulfonates	338,15	10,04
n-2,2,1	otf	ammonium	sulfonates	343,15	9,05
n-2,2,1	otf	ammonium	sulfonates	348,15	8,23
n-2,2,1	otf	ammonium	sulfonates	353,15	7,54
n-2,2,1	otf	ammonium	sulfonates	358,15	6,96
n-2,2,1	otf	ammonium	sulfonates	363,15	6,47
n-2,2,1	otf	ammonium	sulfonates	368,15	6,04
n-2,2,1	so3-1	ammonium	sulfonates	298,15	81,61
n-2,2,1	so3-1	ammonium	sulfonates	303,15	63,66
n-2,2,1	so3-1	ammonium	sulfonates	308,15	50,52
n-2,2,1	so3-1	ammonium	sulfonates	313,15	40,72
n-2,2,1	so3-1	ammonium	sulfonates	318,15	33,28
n-2,2,1	so3-1	ammonium	sulfonates	323,15	27,55
n-2,2,1	so3-1	ammonium	sulfonates	328,15	23,06
n-2,2,1	so3-1	ammonium	sulfonates	333,15	19,51
n-2,2,1	so3-1	ammonium	sulfonates	338,15	16,67
n-2,2,1	so3-1	ammonium	sulfonates	343,15	14,37
n-2,2,1	so3-1	ammonium	sulfonates	348,15	12,48
n-2,2,1	so3-1	ammonium	sulfonates	353,15	10,92
n-2,2,1	so3-1	ammonium	sulfonates	358,15	9,63
n-2,2,1	so3-1	ammonium	sulfonates	363,15	8,54
n-2,2,1	so3-1	ammonium	sulfonates	368,15	7,61
n-2,2,2,1	so4-1	ammonium	sulfates	308,15	218,50
n-2,2,2,1	so4-1	ammonium	sulfates	313,15	165,60
n-2,2,2,1	so4-1	ammonium	sulfates	318,15	127,70
n-2,2,2,1	so4-1	ammonium	sulfates	323,15	100,30
n-2,2,2,1	so4-1	ammonium	sulfates	328,15	79,70
n-2,2,2,1	so4-1	ammonium	sulfates	333,15	64,00
n-2,2,2,1	so4-1	ammonium	sulfates	338,15	53,42
n-2,2,2,1	so4-1	ammonium	sulfates	343,15	44,92
n-2,2,2,2	ala	ammonium	aminoacids	298,15	81,00
n-2,2,2,2	bala	ammonium	aminoacids	298,15	132,00
n-2,2,2,2	im41	ammonium	NTf2 derivatives	293,00	790,00
n-2,2,2,2	npfso2f	ammonium	NTf2 derivatives	298,00	104,00
n-2,2,2,2	oh	ammonium	inorganics	298,15	4,94
n-2,2,2,2	oh	ammonium	inorganics	303,15	4,72
n-2,2,2,2	oh	ammonium	inorganics	308,15	4,43
n-2,2,2,2	oh	ammonium	inorganics	313,15	4,27
n-2,2,2,2	oh	ammonium	inorganics	298,15	4,94
n-2,2,2,2	oh	ammonium	inorganics	303,15	4,72
n-2,2,2,2	oh	ammonium	inorganics	308,15	4,43
n-2,2,2,2	oh	ammonium	inorganics	313,15	4,27
n-2,2,2,2	so4-1,1[f],chf2	ammonium	sulfates	298,20	820,00
n-2,2,2,2	so4-1,1[f]	ammonium	sulfates	298,20	1300,00
n-2,2,2,2	so4-1,3[f],chf2	ammonium	sulfates	298,20	910,00
n-2,2,2,2	tsac	ammonium	NTf2 derivatives	298,20	60,00
n-2,2,2	ac	ammonium	carboxylates	298,15	24,12
n-2,2,2	ac	ammonium	carboxylates	303,15	19,60
n-2,2,2	ac	ammonium	carboxylates	308,15	16,13
n-2,2,2	ac	ammonium	carboxylates	313,15	14,81
n-2,2,2	ac	ammonium	carboxylates	298,15	24,12
n-2,2,2	ac	ammonium	carboxylates	303,15	19,64
n-2,2,2	ac	ammonium	carboxylates	308,15	16,13
n-2,2,2	for	ammonium	carboxylates	298,20	17,70
n-2,2,2	for	ammonium	carboxylates	298,20	5,80
n-2,2,2	h2po4	ammonium	phosphates	298,15	64,27
n-2,2,2	h2po4	ammonium	phosphates	303,15	57,10
n-2,2,2	h2po4	ammonium	phosphates	308,15	49,45
n-2,2,2	hso4	ammonium	sulfates	298,15	235,00
n-2,2,2	hso4	ammonium	sulfates	303,15	153,00
n-2,2,2	hso4	ammonium	sulfates	308,15	138,00
n-2,2,2	hso4	ammonium	sulfates	313,15	108,00
n-2,2,2	hso4	ammonium	sulfates	298,15	235,00
n-2,2,2	hso4	ammonium	sulfates	303,15	153,00
n-2,2,2	hso4	ammonium	sulfates	308,15	138,00
n-2,2,2	ntf2	ammonium	NTf2 derivatives	298,00	48,00
n-2,2,2	otf	ammonium	sulfonates	298,15	55,17
n-2,2,2	otf	ammonium	sulfonates	303,15	43,74
n-2,2,2	otf	ammonium	sulfonates	308,15	35,44
n-2,2,2	otf	ammonium	sulfonates	313,15	29,27
n-2,2,2	otf	ammonium	sulfonates	318,15	24,57
n-2,2,2	otf	ammonium	sulfonates	323,15	20,92
n-2,2,2	otf	ammonium	sulfonates	328,15	18,04
n-2,2,2	otf	ammonium	sulfonates	333,15	15,74
n-2,2,2	otf	ammonium	sulfonates	338,15	13,86
n-2,2,2	otf	ammonium	sulfonates	343,15	12,32
n-2,2,2	otf	ammonium	sulfonates	348,15	11,04
n-2,2,2	otf	ammonium	sulfonates	353,15	9,97
n-2,2,2	otf	ammonium	sulfonates	358,15	9,05
n-2,2,2	otf	ammonium	sulfonates	363,15	8,28
n-2,2,2	otf	ammonium	sulfonates	368,15	7,60
n-2,2,2	otf	ammonium	sulfonates	273,15	331,50
n-2,2,2	otf	ammonium	sulfonates	278,15	218,90
n-2,2,2	otf	ammonium	sulfonates	283,15	151,20
n-2,2,2	otf	ammonium	sulfonates	288,15	108,50
n-2,2,2	otf	ammonium	sulfonates	293,15	80,47
n-2,2,2	otf	ammonium	sulfonates	298,15	61,35
n-2,2,2	otf	ammonium	sulfonates	303,15	47,91
n-2,2,2	otf	ammonium	sulfonates	308,15	38,22
n-2,2,2	otf	ammonium	sulfonates	313,15	31,05
n-2,2,2	otf	ammonium	sulfonates	318,15	25,65
n-2,2,2	otf	ammonium	sulfonates	323,15	21,49
n-2,2,2	otf	ammonium	sulfonates	328,15	18,25
n-2,2,2	otf	ammonium	sulfonates	333,15	15,67
n-2,2,2	otf	ammonium	sulfonates	338,15	13,59
n-2,2,2	otf	ammonium	sulfonates	343,15	11,90
n-2,2,2	otf	ammonium	sulfonates	348,15	10,51
n-2,2,2	otf	ammonium	sulfonates	353,15	9,36
n-2,2,2	otf	ammonium	sulfonates	358,15	8,39
n-2,2,2	otf	ammonium	sulfonates	363,15	7,56
n-2,2,2	otf	ammonium	sulfonates	368,15	6,86
n-2,2,2	otf	ammonium	sulfonates	373,15	6,26
n-2,2,2	otf	ammonium	sulfonates	378,15	5,74
n-2,2,2	otf	ammonium	sulfonates	383,15	5,28
n-2,2,2	otf	ammonium	sulfonates	388,15	4,88
n-2,2,2	otf	ammonium	sulfonates	393,15	4,53
n-2,2,2	otf	ammonium	sulfonates	398,15	4,22
n-2,2,2	otf	ammonium	sulfonates	403,15	3,95
n-2,2,2	otf	ammonium	sulfonates	408,15	3,70
n-2,2,2	otf	ammonium	sulfonates	413,15	3,48
n-2,2,2	otf	ammonium	sulfonates	418,15	3,28
n-2,2,2	otf	ammonium	sulfonates	423,15	3,10
n-2,2,2	po2-o4,o4	ammonium	phosphates	298,20	94,40
n-2,2,2	so3-1	ammonium	sulfonates	298,20	100,00
n-2,2,2	so3-1	ammonium	sulfonates	298,15	135,77
n-2,2,2	so3-1	ammonium	sulfonates	303,15	100,74
n-2,2,2	so3-1	ammonium	sulfonates	308,15	76,59
n-2,2,2	so3-1	ammonium	sulfonates	313,15	59,49
n-2,2,2	so3-1	ammonium	sulfonates	318,15	47,09
n-2,2,2	so3-1	ammonium	sulfonates	323,15	37,91
n-2,2,2	so3-1	ammonium	sulfonates	328,15	30,99
n-2,2,2	so3-1	ammonium	sulfonates	333,15	25,68
n-2,2,2	so3-1	ammonium	sulfonates	338,15	21,54
n-2,2,2	so3-1	ammonium	sulfonates	343,15	18,27
n-2,2,2	so3-1	ammonium	sulfonates	348,15	15,66
n-2,2,2	so3-1	ammonium	sulfonates	353,15	13,54
n-2,2,2	so3-1	ammonium	sulfonates	358,15	11,81
n-2,2,2	so3-1	ammonium	sulfonates	363,15	10,38
n-2,2,2	so3-1	ammonium	sulfonates	368,15	9,18
n-2,2,2	so3-1	ammonium	sulfonates	273,15	629,30
n-2,2,2	so3-1	ammonium	sulfonates	278,15	419,50
n-2,2,2	so3-1	ammonium	sulfonates	283,15	289,80
n-2,2,2	so3-1	ammonium	sulfonates	288,15	206,50
n-2,2,2	so3-1	ammonium	sulfonates	293,15	151,20
n-2,2,2	so3-1	ammonium	sulfonates	298,15	113,40
n-2,2,2	so3-1	ammonium	sulfonates	303,15	86,92
n-2,2,2	so3-1	ammonium	sulfonates	308,15	67,90
n-2,2,2	so3-1	ammonium	sulfonates	313,15	53,96
n-2,2,2	so3-1	ammonium	sulfonates	318,15	43,54
n-2,2,2	so3-1	ammonium	sulfonates	323,15	35,63
n-2,2,2	so3-1	ammonium	sulfonates	328,15	29,53
n-2,2,2	so3-1	ammonium	sulfonates	333,15	24,75
n-2,2,2	so3-1	ammonium	sulfonates	338,15	20,96
n-2,2,2	so3-1	ammonium	sulfonates	343,15	17,93
n-2,2,2	so3-1	ammonium	sulfonates	348,15	15,47
n-2,2,2	so3-1	ammonium	sulfonates	353,15	13,45
n-2,2,2	so3-1	ammonium	sulfonates	358,15	11,78
n-2,2,2	so3-1	ammonium	sulfonates	363,15	10,39
n-2,2,2	so3-1	ammonium	sulfonates	368,15	9,22
n-2,2,2	so3-1	ammonium	sulfonates	373,15	8,24
n-2,2,2	so3-1	ammonium	sulfonates	378,15	7,39
n-2,2,2	so3-1	ammonium	sulfonates	383,15	6,67
n-2,2,2	so3-1	ammonium	sulfonates	388,15	6,05
n-2,2,2	so3-1	ammonium	sulfonates	393,15	5,50
n-2,2,2	so3-1	ammonium	sulfonates	398,15	5,03
n-2,2,2	so3-1	ammonium	sulfonates	403,15	4,62
n-2,2,2	so3-1	ammonium	sulfonates	408,15	4,25
n-2,2,2	so3-1	ammonium	sulfonates	413,15	3,93
n-2,2,2	so3-1	ammonium	sulfonates	418,15	3,64
n-2,2,2	so3-1	ammonium	sulfonates	423,15	3,39
n-2,2,2	tfa-2[f]	ammonium	carboxylates	298,00	47,00
n-2,2,2	tfa-4[f]	ammonium	carboxylates	298,00	90,40
n-2,2,2	tfa-6[f]	ammonium	carboxylates	298,00	232,70
n-2,2,2	tfa	ammonium	carboxylates	298,00	23,70
n-2,2	ac	ammonium	carboxylates	298,15	16,36
n-2,2	ac	ammonium	carboxylates	303,15	13,64
n-2,2	ac	ammonium	carboxylates	308,15	11,83
n-2,2	ac	ammonium	carboxylates	313,15	10,02
n-2,2	for	ammonium	carboxylates	298,20	5,40
n-2,2	hso4	ammonium	sulfates	298,15	25,80
n-2,2	hso4	ammonium	sulfates	303,15	21,30
n-2,2	hso4	ammonium	sulfates	308,15	18,10
n-2,2	hso4	ammonium	sulfates	318,15	13,61
n-2,2	hso4	ammonium	sulfates	328,15	10,20
n-2,2	hso4	ammonium	sulfates	298,15	34,10
n-2,2	hso4	ammonium	sulfates	303,15	28,90
n-2,2	hso4	ammonium	sulfates	308,15	24,60
n-2,2	hso4	ammonium	sulfates	313,15	21,90
n-2,2	po2-o4,o4	ammonium	phosphates	298,20	201,00
n-2	1ac	ammonium	carboxylates	298,20	75,00
n-2	2ac	ammonium	carboxylates	298,20	208,00
n-2	for	ammonium	carboxylates	298,00	11,50
n-2	for	ammonium	carboxylates	298,20	32,00
n-2	for	ammonium	carboxylates	298,20	32,00
n-2	for	ammonium	carboxylates	293,20	25,36
n-2	for	ammonium	carboxylates	294,20	24,50
n-2	for	ammonium	carboxylates	295,20	23,68
n-2	for	ammonium	carboxylates	296,20	22,89
n-2	for	ammonium	carboxylates	297,20	22,15
n-2	for	ammonium	carboxylates	298,20	21,44
n-2	for	ammonium	carboxylates	299,20	20,76
n-2	for	ammonium	carboxylates	300,20	20,12
n-2	for	ammonium	carboxylates	301,20	19,50
n-2	for	ammonium	carboxylates	302,20	18,91
n-2	for	ammonium	carboxylates	303,20	18,35
n-2	for	ammonium	carboxylates	304,20	17,81
n-2	for	ammonium	carboxylates	305,20	17,30
n-2	for	ammonium	carboxylates	306,20	16,81
n-2	for	ammonium	carboxylates	307,20	16,33
n-2	for	ammonium	carboxylates	308,20	15,88
n-2	for	ammonium	carboxylates	309,20	15,45
n-2	for	ammonium	carboxylates	310,20	15,03
n-2	for	ammonium	carboxylates	311,20	14,63
n-2	for	ammonium	carboxylates	312,20	14,25
n-2	for	ammonium	carboxylates	313,20	13,88
n-2	for	ammonium	carboxylates	314,20	13,52
n-2	for	ammonium	carboxylates	315,20	13,18
n-2	for	ammonium	carboxylates	316,20	12,85
n-2	for	ammonium	carboxylates	317,20	12,54
n-2	for	ammonium	carboxylates	318,20	12,24
n-2	for	ammonium	carboxylates	319,20	11,94
n-2	for	ammonium	carboxylates	320,20	11,66
n-2	for	ammonium	carboxylates	321,20	11,39
n-2	for	ammonium	carboxylates	322,20	11,13
n-2	for	ammonium	carboxylates	323,20	10,87
n-2	for	ammonium	carboxylates	324,20	10,63
n-2	for	ammonium	carboxylates	325,20	10,39
n-2	for	ammonium	carboxylates	326,20	10,17
n-2	for	ammonium	carboxylates	327,20	9,95
n-2	for	ammonium	carboxylates	328,20	9,73
n-2	for	ammonium	carboxylates	273,15	15,72
n-2	for	ammonium	carboxylates	278,15	12,92
n-2	for	ammonium	carboxylates	283,15	10,74
n-2	for	ammonium	carboxylates	288,15	9,02
n-2	for	ammonium	carboxylates	293,15	7,65
n-2	for	ammonium	carboxylates	298,15	6,54
n-2	for	ammonium	carboxylates	303,15	5,64
n-2	for	ammonium	carboxylates	308,15	4,90
n-2	for	ammonium	carboxylates	313,15	4,28
n-2	for	ammonium	carboxylates	318,15	3,77
n-2	for	ammonium	carboxylates	323,15	3,34
n-2	for	ammonium	carboxylates	328,15	2,97
n-2	for	ammonium	carboxylates	333,15	2,66
n-2	for	ammonium	carboxylates	338,15	2,39
n-2	for	ammonium	carboxylates	343,15	2,16
n-2	for	ammonium	carboxylates	348,15	1,96
n-2	for	ammonium	carboxylates	353,15	1,78
n-2	for	ammonium	carboxylates	358,15	1,63
n-2	for	ammonium	carboxylates	363,15	1,50
n-2	for	ammonium	carboxylates	368,15	1,38
n-2	for	ammonium	carboxylates	373,15	1,27
n-2	for	ammonium	carboxylates	378,15	1,18
n-2	for	ammonium	carboxylates	383,15	1,09
n-2	for	ammonium	carboxylates	388,15	1,02
n-2	for	ammonium	carboxylates	393,15	0,95
n-2	for	ammonium	carboxylates	398,15	0,89
n-2	for	ammonium	carboxylates	403,15	0,83
n-2	for	ammonium	carboxylates	408,15	0,78
n-2	for	ammonium	carboxylates	413,15	0,74
n-2	for	ammonium	carboxylates	418,15	0,70
n-2	for	ammonium	carboxylates	423,15	0,66
n-2	glyc	ammonium	carboxylates	298,20	1200,00
n-2	hso4	ammonium	sulfates	298,20	128,00
n-2	hso4	ammonium	sulfates	298,20	128,00
n-2	hso4	ammonium	sulfates	273,15	2173,00
n-2	hso4	ammonium	sulfates	278,15	1482,00
n-2	hso4	ammonium	sulfates	283,15	1040,00
n-2	hso4	ammonium	sulfates	288,15	748,20
n-2	hso4	ammonium	sulfates	293,15	550,90
n-2	hso4	ammonium	sulfates	298,15	414,10
n-2	hso4	ammonium	sulfates	303,15	317,00
n-2	hso4	ammonium	sulfates	308,15	246,80
n-2	hso4	ammonium	sulfates	313,15	195,10
n-2	hso4	ammonium	sulfates	318,15	156,40
n-2	hso4	ammonium	sulfates	323,15	127,00
n-2	hso4	ammonium	sulfates	328,15	104,30
n-2	hso4	ammonium	sulfates	333,15	86,59
n-2	hso4	ammonium	sulfates	338,15	72,60
n-2	hso4	ammonium	sulfates	343,15	61,42
n-2	hso4	ammonium	sulfates	348,15	52,40
n-2	hso4	ammonium	sulfates	353,15	45,06
n-2	hso4	ammonium	sulfates	358,15	39,02
n-2	hso4	ammonium	sulfates	363,15	34,02
n-2	hso4	ammonium	sulfates	368,15	29,85
n-2	hso4	ammonium	sulfates	373,15	26,34
n-2	hso4	ammonium	sulfates	378,15	23,37
n-2	hso4	ammonium	sulfates	383,15	20,85
n-2	hso4	ammonium	sulfates	388,15	18,68
n-2	hso4	ammonium	sulfates	393,15	16,82
n-2	hso4	ammonium	sulfates	398,15	15,20
n-2	hso4	ammonium	sulfates	403,15	13,80
n-2	hso4	ammonium	sulfates	408,15	12,57
n-2	hso4	ammonium	sulfates	413,15	11,49
n-2	hso4	ammonium	sulfates	418,15	10,54
n-2	hso4	ammonium	sulfates	423,15	9,70
n-2	la	ammonium	aminoacids	298,20	803,00
n-2	no3	ammonium	inorganics	283,15	46,80
n-2	no3	ammonium	inorganics	293,15	32,90
n-2	no3	ammonium	inorganics	303,15	23,70
n-2	no3	ammonium	inorganics	313,15	17,40
n-2	no3	ammonium	inorganics	298,00	32,00
n-2	no3	ammonium	inorganics	298,00	32,00
n-2	no3	ammonium	inorganics	293,20	38,35
n-2	no3	ammonium	inorganics	294,20	36,95
n-2	no3	ammonium	inorganics	295,20	35,62
n-2	no3	ammonium	inorganics	296,20	34,36
n-2	no3	ammonium	inorganics	297,20	33,16
n-2	no3	ammonium	inorganics	298,20	32,02
n-2	no3	ammonium	inorganics	299,20	30,93
n-2	no3	ammonium	inorganics	300,20	29,90
n-2	no3	ammonium	inorganics	301,20	28,92
n-2	no3	ammonium	inorganics	302,20	27,99
n-2	no3	ammonium	inorganics	303,20	27,09
n-2	no3	ammonium	inorganics	304,20	26,24
n-2	no3	ammonium	inorganics	305,20	25,43
n-2	no3	ammonium	inorganics	306,20	24,65
n-2	no3	ammonium	inorganics	307,20	23,91
n-2	no3	ammonium	inorganics	308,20	23,20
n-2	no3	ammonium	inorganics	309,20	22,52
n-2	no3	ammonium	inorganics	310,20	21,87
n-2	no3	ammonium	inorganics	311,20	21,25
n-2	no3	ammonium	inorganics	312,20	20,65
n-2	no3	ammonium	inorganics	313,20	20,08
n-2	no3	ammonium	inorganics	314,20	19,53
n-2	no3	ammonium	inorganics	315,20	19,01
n-2	no3	ammonium	inorganics	316,20	18,50
n-2	no3	ammonium	inorganics	317,20	18,01
n-2	no3	ammonium	inorganics	318,20	17,55
n-2	no3	ammonium	inorganics	319,20	17,10
n-2	no3	ammonium	inorganics	320,20	16,67
n-2	no3	ammonium	inorganics	321,20	16,25
n-2	no3	ammonium	inorganics	322,20	15,85
n-2	no3	ammonium	inorganics	323,20	15,47
n-2	no3	ammonium	inorganics	324,20	15,10
n-2	no3	ammonium	inorganics	325,20	14,74
n-2	no3	ammonium	inorganics	326,20	14,40
n-2	no3	ammonium	inorganics	327,20	14,06
n-2	no3	ammonium	inorganics	328,20	13,74
n-2	no3	ammonium	inorganics	273,15	123,90
n-2	no3	ammonium	inorganics	278,15	91,26
n-2	no3	ammonium	inorganics	283,15	69,43
n-2	no3	ammonium	inorganics	288,15	54,30
n-2	no3	ammonium	inorganics	293,15	43,48
n-2	no3	ammonium	inorganics	298,15	35,53
n-2	no3	ammonium	inorganics	303,15	29,55
n-2	no3	ammonium	inorganics	308,15	24,96
n-2	no3	ammonium	inorganics	313,15	21,38
n-2	no3	ammonium	inorganics	318,15	18,53
n-2	no3	ammonium	inorganics	323,15	16,23
n-2	no3	ammonium	inorganics	328,15	14,35
n-2	no3	ammonium	inorganics	333,15	12,80
n-2	no3	ammonium	inorganics	338,15	11,50
n-2	no3	ammonium	inorganics	343,15	10,41
n-2	no3	ammonium	inorganics	348,15	9,48
n-2	no3	ammonium	inorganics	353,15	8,68
n-2	no3	ammonium	inorganics	358,15	7,99
n-2	no3	ammonium	inorganics	363,15	7,40
n-2	no3	ammonium	inorganics	368,15	6,87
n-2	no3	ammonium	inorganics	373,15	6,41
n-2	no3	ammonium	inorganics	378,15	6,00
n-2	no3	ammonium	inorganics	383,15	5,64
n-2	no3	ammonium	inorganics	388,15	5,31
n-2	no3	ammonium	inorganics	393,15	5,02
n-2	no3	ammonium	inorganics	398,15	4,76
n-2	no3	ammonium	inorganics	403,15	4,52
n-2	no3	ammonium	inorganics	408,15	4,30
n-2	no3	ammonium	inorganics	413,15	4,11
n-2	no3	ammonium	inorganics	418,15	3,93
n-2	no3	ammonium	inorganics	423,15	3,76
n-2	no3	ammonium	inorganics	293,15	40,61
n-2	no3	ammonium	inorganics	298,15	34,49
n-2	no3	ammonium	inorganics	303,15	29,65
n-2	no3	ammonium	inorganics	308,15	25,76
n-2	no3	ammonium	inorganics	313,15	22,67
n-2	no3	ammonium	inorganics	318,15	20,12
n-2coo1,1,1,1	ntf2	ammonium	NTf2 derivatives	298,00	240,00
n-2coo1,1,1,1	ntf2	ammonium	NTf2 derivatives	283,20	247,00
n-2coo1,1,1,1	ntf2	ammonium	NTf2 derivatives	288,20	214,00
n-2coo1,1,1,1	ntf2	ammonium	NTf2 derivatives	293,20	183,00
n-2coo1,1,1,1	ntf2	ammonium	NTf2 derivatives	298,20	154,00
n-2coo1,1,1,1	ntf2	ammonium	NTf2 derivatives	303,20	127,00
n-2coo1,1,1,1	ntf2	ammonium	NTf2 derivatives	308,20	106,00
n-2coo1,1,1,1	ntf2	ammonium	NTf2 derivatives	313,20	89,00
n-2coo1,1,1,1	ntf2	ammonium	NTf2 derivatives	323,20	64,00
n-2coo1,1,1,1	ntf2	ammonium	NTf2 derivatives	333,20	46,00
n-2coo1,1,1,1	ntf2	ammonium	NTf2 derivatives	343,20	35,00
n-2coo1,1,1,1	ntf2	ammonium	NTf2 derivatives	293,15	309,00
n-2coo1,1,1,1	ntf2	ammonium	NTf2 derivatives	303,15	162,00
n-2coo1,1,1,1	ntf2	ammonium	NTf2 derivatives	313,15	90,70
n-2coo1,1,1,1	ntf2	ammonium	NTf2 derivatives	323,15	56,80
n-2coo1,1,1,1	ntf2	ammonium	NTf2 derivatives	333,15	38,50
n-2coo1,1,1,1	ntf2	ammonium	NTf2 derivatives	343,15	27,50
n-2coo1,2,1,1	ntf2	ammonium	NTf2 derivatives	273,15	1539,00
n-2coo1,2,1,1	ntf2	ammonium	NTf2 derivatives	278,15	953,70
n-2coo1,2,1,1	ntf2	ammonium	NTf2 derivatives	283,15	617,30
n-2coo1,2,1,1	ntf2	ammonium	NTf2 derivatives	288,15	415,30
n-2coo1,2,1,1	ntf2	ammonium	NTf2 derivatives	293,15	289,10
n-2coo1,2,1,1	ntf2	ammonium	NTf2 derivatives	298,15	207,50
n-2coo1,2,1,1	ntf2	ammonium	NTf2 derivatives	303,15	153,00
n-2coo1,2,1,1	ntf2	ammonium	NTf2 derivatives	313,15	89,40
n-2coo1,2,1,1	ntf2	ammonium	NTf2 derivatives	323,15	56,56
n-2coo1,2,1,1	ntf2	ammonium	NTf2 derivatives	333,15	38,15
n-2coo1,2,1,1	ntf2	ammonium	NTf2 derivatives	343,15	27,10
n-2coo1,2,1,1	ntf2	ammonium	NTf2 derivatives	353,15	20,06
n-2coo1,2,1,1	ntf2	ammonium	NTf2 derivatives	363,15	15,37
n-2coo1ph,1,1,1	ntf2	ammonium	NTf2 derivatives	298,00	6570,00
n-2dma,1,1	ac	ammonium	carboxylates	283,15	64,80
n-2dma,1,1	ac	ammonium	carboxylates	288,15	46,30
n-2dma,1,1	ac	ammonium	carboxylates	293,15	34,00
n-2dma,1,1	ac	ammonium	carboxylates	298,15	25,90
n-2dma,1,1	ac	ammonium	carboxylates	303,15	20,20
n-2dma,1,1	ac	ammonium	carboxylates	308,15	16,00
n-2dma,1,1	ac	ammonium	carboxylates	313,15	12,90
n-2dma,1,1	ac	ammonium	carboxylates	318,15	10,70
n-2dma,1,1	ac	ammonium	carboxylates	323,15	8,92
n-2dma,1,1	ac	ammonium	carboxylates	328,15	7,54
n-2dma,1,1	ac	ammonium	carboxylates	333,15	6,44
n-2dma,1,1	ac	ammonium	carboxylates	338,15	5,58
n-2dma,1,1	ac	ammonium	carboxylates	343,15	4,86
n-2dma,1,1	ac	ammonium	carboxylates	348,15	4,28
n-2dma,1,1	ac	ammonium	carboxylates	353,15	3,78
n-2eh,2eh,1,1	1ac	ammonium	carboxylates	298,20	2500,00
n-2eh,2eh,1,1	ac	ammonium	carboxylates	298,20	1445,00
n-2eh,2eh,1,1	for	ammonium	carboxylates	298,20	2600,00
n-2eh,2eh,1,1	hso4	ammonium	sulfates	298,20	4500,00
n-2eh,2eh,1,1	so3-1	ammonium	sulfonates	298,20	2850,00
n-2eh,2eh,1,1	tfa	ammonium	carboxylates	298,20	1500,00
n-2n3,1,1,1	dca	ammonium	dicyanamides	298,00	81,00
n-2n3,2,1,1	dca	ammonium	dicyanamides	298,00	93,00
n-2n3,4,1,1	dca	ammonium	dicyanamides	298,00	101,00
n-2n3,a,1,1	dca	ammonium	dicyanamides	298,00	71,00
n-2nh2	ac	ammonium	carboxylates	298,20	958,00
n-2nh2	for	ammonium	carboxylates	298,20	112,00
n-2nh2	po2-o4,o4	ammonium	phosphates	298,20	2945,00
n-2o1,1,1,1	bf3-3[f]	ammonium	BF4 derivatives	298,20	76,00
n-2o1,1,1,1	bf4	ammonium	BF4 derivatives	297,20	233,00
n-2o1,1,1,1	ntf2	ammonium	NTf2 derivatives	297,20	64,00
n-2o1,1o1,1,1	bf4	ammonium	BF4 derivatives	298,00	171,00
