Cation	Anion	Cationic family	Anionic family	T / K	η / mPa s
im-2o2,4	ntf2	imidazolium	NTf2 derivatives	323,15	17,94
im-2o2,4	ntf2	imidazolium	NTf2 derivatives	328,15	15,21
im-2o2,4	ntf2	imidazolium	NTf2 derivatives	333,15	13,03
im-2o2,4	ntf2	imidazolium	NTf2 derivatives	338,15	11,25
im-2o2,4	ntf2	imidazolium	NTf2 derivatives	343,15	9,80
im-2o2,4	ntf2	imidazolium	NTf2 derivatives	348,15	8,61
im-2o2,4	ntf2	imidazolium	NTf2 derivatives	353,15	7,61
im-2o2,5,1	ntf2	imidazolium	NTf2 derivatives	298,20	101,70
im-2o2,5,2	ntf2	imidazolium	NTf2 derivatives	298,20	111,30
im-2o2oh,1	cl	imidazolium	inorganics	293,15	3761,98
im-2o2oh,1	cl	imidazolium	inorganics	298,15	2363,35
im-2o2oh,1	cl	imidazolium	inorganics	303,15	1593,71
im-2o2oh,1	cl	imidazolium	inorganics	308,15	957,31
im-2o2oh,1	cl	imidazolium	inorganics	313,15	655,23
im-2o2oh,1	cl	imidazolium	inorganics	318,15	481,14
im-2o2oh,1	cl	imidazolium	inorganics	323,15	334,51
im-2oh,1	bf4	imidazolium	BF4 derivatives	298,20	70,90
im-2oh,1	bf4	imidazolium	BF4 derivatives	293,20	90,90
im-2oh,1	bf4	imidazolium	BF4 derivatives	283,20	157,60
im-2oh,1	bf4	imidazolium	BF4 derivatives	293,15	1554,00
im-2oh,1	bf4	imidazolium	BF4 derivatives	298,15	974,00
im-2oh,1	bf4	imidazolium	BF4 derivatives	308,15	477,00
im-2oh,1	bf4	imidazolium	BF4 derivatives	318,15	257,00
im-2oh,1	bf4	imidazolium	BF4 derivatives	328,15	156,00
im-2oh,1	bf4	imidazolium	BF4 derivatives	293,15	153,60
im-2oh,1	bf4	imidazolium	BF4 derivatives	298,15	115,10
im-2oh,1	bf4	imidazolium	BF4 derivatives	303,15	87,98
im-2oh,1	bf4	imidazolium	BF4 derivatives	308,15	68,59
im-2oh,1	bf4	imidazolium	BF4 derivatives	313,15	54,81
im-2oh,1	bf4	imidazolium	BF4 derivatives	318,15	44,44
im-2oh,1	bf4	imidazolium	BF4 derivatives	323,15	36,50
im-2oh,1	bf4	imidazolium	BF4 derivatives	328,15	30,46
im-2oh,1	bf4	imidazolium	BF4 derivatives	333,15	25,73
im-2oh,1	bf4	imidazolium	BF4 derivatives	338,15	21,98
im-2oh,1	bf4	imidazolium	BF4 derivatives	343,15	18,95
im-2oh,1	dca	imidazolium	dicyanamides	293,15	121,50
im-2oh,1	dca	imidazolium	dicyanamides	303,15	68,67
im-2oh,1	dca	imidazolium	dicyanamides	313,15	42,93
im-2oh,1	dca	imidazolium	dicyanamides	323,15	28,96
im-2oh,1	dca	imidazolium	dicyanamides	333,15	20,67
im-2oh,1	dca	imidazolium	dicyanamides	293,15	89,50
im-2oh,1	dca	imidazolium	dicyanamides	298,15	67,10
im-2oh,1	dca	imidazolium	dicyanamides	303,15	51,70
im-2oh,1	dca	imidazolium	dicyanamides	308,15	40,80
im-2oh,1	dca	imidazolium	dicyanamides	313,15	32,90
im-2oh,1	dca	imidazolium	dicyanamides	318,15	27,00
im-2oh,1	dca	imidazolium	dicyanamides	323,15	22,50
im-2oh,1	dca	imidazolium	dicyanamides	328,15	19,10
im-2oh,1	dca	imidazolium	dicyanamides	333,15	16,30
im-2oh,1	dca	imidazolium	dicyanamides	338,15	14,20
im-2oh,1	dca	imidazolium	dicyanamides	343,15	12,40
im-2oh,1	dca	imidazolium	dicyanamides	348,15	10,90
im-2oh,1	dca	imidazolium	dicyanamides	353,15	9,80
im-2oh,1	dca	imidazolium	dicyanamides	358,15	8,80
im-2oh,1	dca	imidazolium	dicyanamides	363,15	7,80
im-2oh,1	dca	imidazolium	dicyanamides	298,00	51,50
im-2oh,1	fap	imidazolium	PF6 derivatives	298,15	204,20
im-2oh,1	fap	imidazolium	PF6 derivatives	308,15	107,40
im-2oh,1	fap	imidazolium	PF6 derivatives	318,15	63,69
im-2oh,1	fap	imidazolium	PF6 derivatives	328,15	40,98
im-2oh,1	fap	imidazolium	PF6 derivatives	338,15	28,23
im-2oh,1	fap	imidazolium	PF6 derivatives	348,15	20,49
im-2oh,1	imidazolide	imidazolium	heterocyclic amines	313,20	3632,00
im-2oh,1	imidazolide	imidazolium	heterocyclic amines	303,15	8896,00
im-2oh,1	imidazolide	imidazolium	heterocyclic amines	313,15	3632,00
im-2oh,1	imidazolide	imidazolium	heterocyclic amines	323,15	1255,00
im-2oh,1	imidazolide	imidazolium	heterocyclic amines	333,15	615,20
im-2oh,1	imidazolide	imidazolium	heterocyclic amines	343,15	290,40
im-2oh,1	ntf2	imidazolium	NTf2 derivatives	278,15	306,20
im-2oh,1	ntf2	imidazolium	NTf2 derivatives	283,15	217,90
im-2oh,1	ntf2	imidazolium	NTf2 derivatives	288,15	159,40
im-2oh,1	ntf2	imidazolium	NTf2 derivatives	293,15	119,40
im-2oh,1	ntf2	imidazolium	NTf2 derivatives	298,15	91,36
im-2oh,1	ntf2	imidazolium	NTf2 derivatives	303,15	71,26
im-2oh,1	ntf2	imidazolium	NTf2 derivatives	308,15	56,55
im-2oh,1	ntf2	imidazolium	NTf2 derivatives	313,15	45,56
im-2oh,1	ntf2	imidazolium	NTf2 derivatives	318,15	37,23
im-2oh,1	ntf2	imidazolium	NTf2 derivatives	323,15	30,81
im-2oh,1	ntf2	imidazolium	NTf2 derivatives	328,15	25,79
im-2oh,1	ntf2	imidazolium	NTf2 derivatives	333,15	21,81
im-2oh,1	ntf2	imidazolium	NTf2 derivatives	338,15	18,62
im-2oh,1	ntf2	imidazolium	NTf2 derivatives	293,20	71,00
im-2oh,1	ntf2	imidazolium	NTf2 derivatives	298,20	58,00
im-2oh,1	ntf2	imidazolium	NTf2 derivatives	283,15	213,40
im-2oh,1	ntf2	imidazolium	NTf2 derivatives	288,15	153,70
im-2oh,1	ntf2	imidazolium	NTf2 derivatives	293,15	114,10
im-2oh,1	ntf2	imidazolium	NTf2 derivatives	298,15	86,89
im-2oh,1	ntf2	imidazolium	NTf2 derivatives	303,15	67,66
im-2oh,1	ntf2	imidazolium	NTf2 derivatives	308,15	53,88
im-2oh,1	ntf2	imidazolium	NTf2 derivatives	313,15	43,52
im-2oh,1	ntf2	imidazolium	NTf2 derivatives	318,15	35,85
im-2oh,1	ntf2	imidazolium	NTf2 derivatives	323,15	29,83
im-2oh,1	ntf2	imidazolium	NTf2 derivatives	328,15	25,20
im-2oh,1	ntf2	imidazolium	NTf2 derivatives	333,15	21,52
im-2oh,1	ntf2	imidazolium	NTf2 derivatives	338,15	18,46
im-2oh,1	ntf2	imidazolium	NTf2 derivatives	343,15	16,08
im-2oh,1	ntf2	imidazolium	NTf2 derivatives	348,15	14,06
im-2oh,1	ntf2	imidazolium	NTf2 derivatives	353,15	12,44
im-2oh,1	pf6	imidazolium	PF6 derivatives	303,20	82,70
im-2oh,1	pf6	imidazolium	PF6 derivatives	293,20	148,80
im-2oh,1	pf6	imidazolium	PF6 derivatives	283,20	279,50
im-2ono2,1	dca	imidazolium	dicyanamides	298,00	133,00
im-2ph,1	alcl4	imidazolium	metal complexes	313,15	92,20
im-2ph,1	alcl4	imidazolium	metal complexes	318,15	72,70
im-2ph,1	alcl4	imidazolium	metal complexes	323,15	59,20
im-2ph,1	alcl4	imidazolium	metal complexes	328,15	46,70
im-2ph,1	alcl4	imidazolium	metal complexes	333,15	37,30
im-2ph,1	alcl4	imidazolium	metal complexes	338,15	30,10
im-2ph,1	alcl4	imidazolium	metal complexes	343,15	24,00
im-2ph,1	ntf2	imidazolium	NTf2 derivatives	298,15	222,00
im-2v,1,1	pyrazolide-no2[4]	imidazolium	heterocyclic amines	278,15	6650,00
im-2v,1,1	pyrazolide-no2[4]	imidazolium	heterocyclic amines	283,15	3260,00
im-2v,1,1	pyrazolide-no2[4]	imidazolium	heterocyclic amines	288,15	1720,00
im-2v,1,1	pyrazolide-no2[4]	imidazolium	heterocyclic amines	293,15	973,00
im-2v,1,1	pyrazolide-no2[4]	imidazolium	heterocyclic amines	298,15	590,00
im-2v,1,1	pyrazolide-no2[4]	imidazolium	heterocyclic amines	303,15	380,00
im-2v,1,1	pyrazolide-no2[4]	imidazolium	heterocyclic amines	308,15	255,00
im-2v,1,1	pyrazolide-no2[4]	imidazolium	heterocyclic amines	313,15	179,00
im-2v,1,1	pyrazolide-no2[4]	imidazolium	heterocyclic amines	318,15	131,00
im-2v,1,1	pyrazolide-no2[4]	imidazolium	heterocyclic amines	323,15	99,00
im-2v,1,1	pyrazolide-no2[4]	imidazolium	heterocyclic amines	328,15	77,00
im-2v,1,1	pyrazolide-no2[4]	imidazolium	heterocyclic amines	333,15	62,00
im-2v,1,1	pyrazolide-no2[4]	imidazolium	heterocyclic amines	338,15	50,00
im-3,1,1	bf4	imidazolium	BF4 derivatives	298,20	330,00
im-3,1,1	bf4	imidazolium	BF4 derivatives	298,10	377,28
im-3,1,1	bf4	imidazolium	BF4 derivatives	303,10	271,90
im-3,1,1	bf4	imidazolium	BF4 derivatives	308,10	201,99
im-3,1,1	bf4	imidazolium	BF4 derivatives	313,10	152,20
im-3,1,1	bf4	imidazolium	BF4 derivatives	318,10	117,44
im-3,1,1	bf4	imidazolium	BF4 derivatives	323,10	92,29
im-3,1,1	bf4	imidazolium	BF4 derivatives	333,10	60,45
im-3,1,1	bf4	imidazolium	BF4 derivatives	343,10	40,74
im-3,1,1	ctf3	imidazolium	methanides	283,15	2697,00
im-3,1,1	ctf3	imidazolium	methanides	293,15	1001,30
im-3,1,1	ctf3	imidazolium	methanides	303,15	452,78
im-3,1,1	ctf3	imidazolium	methanides	313,15	238,98
im-3,1,1	ctf3	imidazolium	methanides	323,15	141,86
im-3,1,1	ctf3	imidazolium	methanides	333,15	91,65
im-3,1,1	ctf3	imidazolium	methanides	343,15	62,61
im-3,1,1	ctf3	imidazolium	methanides	353,15	44,08
im-3,1,1	ctf3	imidazolium	methanides	363,15	31,27
im-3,1,1	ctf3	imidazolium	methanides	373,15	21,89
im-3,1,1	hso4	imidazolium	sulfates	288,15	500,40
im-3,1,1	hso4	imidazolium	sulfates	293,15	362,30
im-3,1,1	hso4	imidazolium	sulfates	298,15	263,70
im-3,1,1	hso4	imidazolium	sulfates	303,15	194,20
im-3,1,1	hso4	imidazolium	sulfates	308,15	142,20
im-3,1,1	hso4	imidazolium	sulfates	313,15	107,00
im-3,1,1	hso4	imidazolium	sulfates	318,15	81,27
im-3,1,1	hso4	imidazolium	sulfates	323,15	62,04
im-3,1,1	hso4	imidazolium	sulfates	328,15	47,83
im-3,1,1	hso4	imidazolium	sulfates	333,15	35,71
im-3,1,1	hso4	imidazolium	sulfates	338,15	27,47
im-3,1,1	hso4	imidazolium	sulfates	343,15	21,17
im-3,1,1	ntf2	imidazolium	NTf2 derivatives	298,00	41,00
im-3,1,1	ntf2	imidazolium	NTf2 derivatives	293,00	124,60
im-3,1,1	ntf2	imidazolium	NTf2 derivatives	298,20	90,05
im-3,1,1	ntf2	imidazolium	NTf2 derivatives	298,20	61,10
im-3,1,1	ntf2	imidazolium	NTf2 derivatives	290,00	127,00
im-3,1,1	ntf2	imidazolium	NTf2 derivatives	295,00	101,00
im-3,1,1	ntf2	imidazolium	NTf2 derivatives	300,00	82,00
im-3,1,1	ntf2	imidazolium	NTf2 derivatives	305,00	67,00
im-3,1,1	ntf2	imidazolium	NTf2 derivatives	310,00	56,00
im-3,1,1	ntf2	imidazolium	NTf2 derivatives	315,00	48,00
im-3,1,1	ntf2	imidazolium	NTf2 derivatives	320,00	42,00
im-3,1,1	ntf2	imidazolium	NTf2 derivatives	325,00	36,00
im-3,1,1	ntf2	imidazolium	NTf2 derivatives	330,00	32,00
im-3,1,1	ntf2	imidazolium	NTf2 derivatives	335,00	29,00
im-3,1,1	ntf2	imidazolium	NTf2 derivatives	340,00	27,00
im-3,1,1	ntf2	imidazolium	NTf2 derivatives	345,00	24,00
im-3,1,1	ntf2	imidazolium	NTf2 derivatives	355,00	21,00
im-3,1,1	ntf2	imidazolium	NTf2 derivatives	360,00	20,00
im-3,1,1	ntf2	imidazolium	NTf2 derivatives	365,00	19,00
im-3,1,1	ntf2	imidazolium	NTf2 derivatives	278,15	799,70
im-3,1,1	ntf2	imidazolium	NTf2 derivatives	283,15	554,04
im-3,1,1	ntf2	imidazolium	NTf2 derivatives	288,15	396,17
im-3,1,1	ntf2	imidazolium	NTf2 derivatives	293,15	291,24
im-3,1,1	ntf2	imidazolium	NTf2 derivatives	298,15	219,38
im-3,1,1	ntf2	imidazolium	NTf2 derivatives	303,15	168,86
im-3,1,1	ntf2	imidazolium	NTf2 derivatives	308,15	132,50
im-3,1,1	ntf2	imidazolium	NTf2 derivatives	313,15	105,77
im-3,1,1	ntf2	imidazolium	NTf2 derivatives	318,15	85,75
im-3,1,1	ntf2	imidazolium	NTf2 derivatives	323,15	70,48
im-3,1,1	ntf2	imidazolium	NTf2 derivatives	328,15	58,67
im-3,1,1	ntf2	imidazolium	NTf2 derivatives	333,15	49,39
im-3,1,1	ntf2	imidazolium	NTf2 derivatives	338,15	42,02
im-3,1,1	ntf2	imidazolium	NTf2 derivatives	343,15	36,08
im-3,1,1	ntf2	imidazolium	NTf2 derivatives	298,20	88,90
im-3,1,1	pyrazolide-no2[4]	imidazolium	heterocyclic amines	278,15	9610,00
im-3,1,1	pyrazolide-no2[4]	imidazolium	heterocyclic amines	283,15	4500,00
im-3,1,1	pyrazolide-no2[4]	imidazolium	heterocyclic amines	288,15	2270,00
im-3,1,1	pyrazolide-no2[4]	imidazolium	heterocyclic amines	293,15	1240,00
im-3,1,1	pyrazolide-no2[4]	imidazolium	heterocyclic amines	298,15	722,00
im-3,1,1	pyrazolide-no2[4]	imidazolium	heterocyclic amines	303,15	447,00
im-3,1,1	pyrazolide-no2[4]	imidazolium	heterocyclic amines	308,15	294,00
im-3,1,1	pyrazolide-no2[4]	imidazolium	heterocyclic amines	313,15	200,00
im-3,1,1	pyrazolide-no2[4]	imidazolium	heterocyclic amines	318,15	143,00
im-3,1,1	pyrazolide-no2[4]	imidazolium	heterocyclic amines	323,15	106,00
im-3,1,1	pyrazolide-no2[4]	imidazolium	heterocyclic amines	328,15	81,00
im-3,1,1	pyrazolide-no2[4]	imidazolium	heterocyclic amines	333,15	65,00
im-3,1,1	pyrazolide-no2[4]	imidazolium	heterocyclic amines	338,15	53,00
im-3,1,1o2	ntf2	imidazolium	NTf2 derivatives	298,20	71,10
im-3,1,1o2	ntf2	imidazolium	NTf2 derivatives	298,20	71,04
im-3,1,1o2	ntf2	imidazolium	NTf2 derivatives	303,20	55,17
im-3,1,1o2	ntf2	imidazolium	NTf2 derivatives	308,20	43,60
im-3,1,1o2	ntf2	imidazolium	NTf2 derivatives	313,20	35,01
im-3,1,1o2	ntf2	imidazolium	NTf2 derivatives	318,20	28,51
im-3,1,1o2	ntf2	imidazolium	NTf2 derivatives	323,20	23,52
im-3,1,1o2	ntf2	imidazolium	NTf2 derivatives	328,20	19,63
im-3,1,1o2	ntf2	imidazolium	NTf2 derivatives	333,20	16,56
im-3,1,1o2	ntf2	imidazolium	NTf2 derivatives	338,20	14,11
im-3,1,1o2	ntf2	imidazolium	NTf2 derivatives	343,20	12,13
im-3,1,1o2	ntf2	imidazolium	NTf2 derivatives	348,20	10,51
im-3,1,1o2	ntf2	imidazolium	NTf2 derivatives	353,20	9,18
im-3,1,1o3	ntf2	imidazolium	NTf2 derivatives	298,20	78,30
im-3,1,1o3	ntf2	imidazolium	NTf2 derivatives	298,20	78,04
im-3,1,1o3	ntf2	imidazolium	NTf2 derivatives	303,20	60,12
im-3,1,1o3	ntf2	imidazolium	NTf2 derivatives	308,20	47,28
im-3,1,1o3	ntf2	imidazolium	NTf2 derivatives	313,20	37,86
im-3,1,1o3	ntf2	imidazolium	NTf2 derivatives	318,20	30,81
im-3,1,1o3	ntf2	imidazolium	NTf2 derivatives	323,20	25,44
im-3,1,1o3	ntf2	imidazolium	NTf2 derivatives	328,20	21,28
im-3,1,1o3	ntf2	imidazolium	NTf2 derivatives	333,20	18,02
im-3,1,1o3	ntf2	imidazolium	NTf2 derivatives	338,20	15,41
im-3,1,1o3	ntf2	imidazolium	NTf2 derivatives	343,20	13,31
im-3,1,1o3	ntf2	imidazolium	NTf2 derivatives	348,20	11,60
im-3,1,1o3	ntf2	imidazolium	NTf2 derivatives	353,20	10,19
im-3,1,1o4	ntf2	imidazolium	NTf2 derivatives	293,00	130,90
im-3,1,cn	ntf2	imidazolium	NTf2 derivatives	293,00	217,10
im-3,1	alcl4	imidazolium	metal complexes	284,10	30,42
im-3,1	alcl4	imidazolium	metal complexes	293,40	21,81
im-3,1	alcl4	imidazolium	metal complexes	302,60	16,27
im-3,1	alcl4	imidazolium	metal complexes	311,80	12,54
im-3,1	alcl4	imidazolium	metal complexes	321,00	9,94
im-3,1	alcl4	imidazolium	metal complexes	330,30	8,07
im-3,1	alcl4	imidazolium	metal complexes	339,50	6,68
im-3,1	alcl4	imidazolium	metal complexes	348,70	5,63
im-3,1	alcl4	imidazolium	metal complexes	357,90	4,82
im-3,1	alcl4	imidazolium	metal complexes	367,10	4,18
im-3,1	bf3-1[f]	imidazolium	BF4 derivatives	298,20	43,00
im-3,1	bf3-2[f]	imidazolium	BF4 derivatives	298,20	35,00
im-3,1	bf3-3[f]	imidazolium	BF4 derivatives	298,20	44,00
im-3,1	bf3-4[f]	imidazolium	BF4 derivatives	298,20	59,00
im-3,1	bf4	imidazolium	BF4 derivatives	298,15	103,00
im-3,1	bf4	imidazolium	BF4 derivatives	297,00	73,00
im-3,1	bf4	imidazolium	BF4 derivatives	293,10	95,44
im-3,1	bf4	imidazolium	BF4 derivatives	298,10	74,04
im-3,1	bf4	imidazolium	BF4 derivatives	303,10	58,59
im-3,1	bf4	imidazolium	BF4 derivatives	308,10	47,16
im-3,1	bf4	imidazolium	BF4 derivatives	313,10	38,56
im-3,1	bf4	imidazolium	BF4 derivatives	318,10	31,98
im-3,1	bf4	imidazolium	BF4 derivatives	323,10	26,83
im-3,1	bf4	imidazolium	BF4 derivatives	328,10	22,77
im-3,1	bf4	imidazolium	BF4 derivatives	333,10	19,54
im-3,1	bf4	imidazolium	BF4 derivatives	338,10	16,92
im-3,1	bf4	imidazolium	BF4 derivatives	343,10	14,77
im-3,1	h2po4	imidazolium	phosphates	288,15	99,38
im-3,1	h2po4	imidazolium	phosphates	293,15	78,41
im-3,1	h2po4	imidazolium	phosphates	298,15	61,92
im-3,1	h2po4	imidazolium	phosphates	303,15	49,58
im-3,1	h2po4	imidazolium	phosphates	308,15	39,30
im-3,1	h2po4	imidazolium	phosphates	313,15	32,16
im-3,1	h2po4	imidazolium	phosphates	318,15	25,81
im-3,1	h2po4	imidazolium	phosphates	323,15	21,02
im-3,1	h2po4	imidazolium	phosphates	328,15	17,17
im-3,1	h2po4	imidazolium	phosphates	333,15	13,85
im-3,1	h2po4	imidazolium	phosphates	338,15	11,43
im-3,1	h2po4	imidazolium	phosphates	343,15	10,04
im-3,1	hco3	imidazolium	inorganics	288,15	73,67
im-3,1	hco3	imidazolium	inorganics	293,15	55,63
im-3,1	hco3	imidazolium	inorganics	298,15	42,67
im-3,1	hco3	imidazolium	inorganics	303,15	33,24
im-3,1	hco3	imidazolium	inorganics	308,15	25,87
im-3,1	hco3	imidazolium	inorganics	313,15	20,51
im-3,1	hco3	imidazolium	inorganics	318,15	16,65
im-3,1	hco3	imidazolium	inorganics	323,15	13,18
im-3,1	hco3	imidazolium	inorganics	328,15	11,00
im-3,1	hco3	imidazolium	inorganics	333,15	9,06
im-3,1	hco3	imidazolium	inorganics	338,15	7,41
im-3,1	hco3	imidazolium	inorganics	343,15	6,29
im-3,1	i	imidazolium	inorganics	298,20	695,00
im-3,1	i	imidazolium	inorganics	293,10	1535,00
im-3,1	i	imidazolium	inorganics	298,10	1023,00
im-3,1	i	imidazolium	inorganics	303,10	697,00
im-3,1	i	imidazolium	inorganics	313,10	350,00
im-3,1	i	imidazolium	inorganics	323,10	192,80
im-3,1	i	imidazolium	inorganics	333,10	113,90
im-3,1	i	imidazolium	inorganics	353,10	49,20
im-3,1	no3	imidazolium	inorganics	297,00	95,30
im-3,1	npf2	imidazolium	NTf2 derivatives	297,00	107,50
im-3,1	ntf2	imidazolium	NTf2 derivatives	298,15	43,70
im-3,1	ntf2	imidazolium	NTf2 derivatives	303,15	35,68
im-3,1	ntf2	imidazolium	NTf2 derivatives	308,15	29,51
im-3,1	ntf2	imidazolium	NTf2 derivatives	313,15	24,77
im-3,1	ntf2	imidazolium	NTf2 derivatives	318,15	21,01
im-3,1	ntf2	imidazolium	NTf2 derivatives	323,15	18,04
im-3,1	ntf2	imidazolium	NTf2 derivatives	328,15	15,59
im-3,1	ntf2	imidazolium	NTf2 derivatives	333,15	13,63
im-3,1	ntf2	imidazolium	NTf2 derivatives	338,15	12,02
im-3,1	ntf2	imidazolium	NTf2 derivatives	343,15	10,66
im-3,1	ntf2	imidazolium	NTf2 derivatives	297,00	42,80
im-3,1	ntf2	imidazolium	NTf2 derivatives	298,20	43,70
im-3,1	ntf2	imidazolium	NTf2 derivatives	298,15	36,48
im-3,1	ntf2	imidazolium	NTf2 derivatives	303,15	29,39
im-3,1	ntf2	imidazolium	NTf2 derivatives	308,15	24,07
im-3,1	ntf2	imidazolium	NTf2 derivatives	313,15	20,00
im-3,1	ntf2	imidazolium	NTf2 derivatives	318,15	16,85
im-3,1	ntf2	imidazolium	NTf2 derivatives	323,15	14,36
im-3,1	ntf2	imidazolium	NTf2 derivatives	328,15	12,36
im-3,1	ntf2	imidazolium	NTf2 derivatives	333,15	10,75
im-3,1	ntf2	imidazolium	NTf2 derivatives	338,15	9,43
im-3,1	ntf2	imidazolium	NTf2 derivatives	343,15	8,34
im-3,1	ntf2	imidazolium	NTf2 derivatives	348,15	7,43
im-3,1	ntf2	imidazolium	NTf2 derivatives	353,15	6,66
im-3,1	ntf2	imidazolium	NTf2 derivatives	278,00	122,17
im-3,1	ntf2	imidazolium	NTf2 derivatives	283,00	92,60
im-3,1	ntf2	imidazolium	NTf2 derivatives	288,00	71,78
im-3,1	ntf2	imidazolium	NTf2 derivatives	293,00	56,78
im-3,1	ntf2	imidazolium	NTf2 derivatives	298,00	45,75
im-3,1	ntf2	imidazolium	NTf2 derivatives	303,00	37,43
im-3,1	ntf2	imidazolium	NTf2 derivatives	308,00	31,07
im-3,1	ntf2	imidazolium	NTf2 derivatives	313,00	26,13
im-3,1	ntf2	imidazolium	NTf2 derivatives	318,00	22,23
im-3,1	ntf2	imidazolium	NTf2 derivatives	323,00	19,11
im-3,1	ntf2	imidazolium	NTf2 derivatives	328,00	16,58
im-3,1	ntf2	imidazolium	NTf2 derivatives	333,00	14,50
im-3,1	ntf2	imidazolium	NTf2 derivatives	338,00	12,79
im-3,1	ntf2	imidazolium	NTf2 derivatives	343,00	11,35
im-3,1	ntf2	imidazolium	NTf2 derivatives	348,00	10,15
im-3,1	ntf2	imidazolium	NTf2 derivatives	353,00	9,12
im-3,1	ntf2	imidazolium	NTf2 derivatives	358,00	8,24
im-3,1	ntf2	imidazolium	NTf2 derivatives	293,00	56,40
im-3,1	ntf2	imidazolium	NTf2 derivatives	313,00	26,17
im-3,1	ntf2	imidazolium	NTf2 derivatives	333,00	14,82
im-3,1	ntf2	imidazolium	NTf2 derivatives	353,00	9,25
im-3,1	ntf2	imidazolium	NTf2 derivatives	373,00	6,32
im-3,1	ntf2	imidazolium	NTf2 derivatives	278,20	103,00
im-3,1	ntf2	imidazolium	NTf2 derivatives	288,20	64,00
im-3,1	ntf2	imidazolium	NTf2 derivatives	298,20	43,00
im-3,1	ntf2	imidazolium	NTf2 derivatives	308,20	30,00
im-3,1	ntf2	imidazolium	NTf2 derivatives	318,20	22,00
im-3,1	ntf2	imidazolium	NTf2 derivatives	328,20	17,00
im-3,1	ntf2	imidazolium	NTf2 derivatives	338,20	13,00
im-3,1	ntf2	imidazolium	NTf2 derivatives	278,15	125,80
im-3,1	ntf2	imidazolium	NTf2 derivatives	288,15	77,68
im-3,1	ntf2	imidazolium	NTf2 derivatives	298,15	51,72
im-3,1	ntf2	imidazolium	NTf2 derivatives	308,15	36,52
im-3,1	ntf2	imidazolium	NTf2 derivatives	318,15	27,03
im-3,1	ntf2	imidazolium	NTf2 derivatives	293,96	54,51
im-3,1	ntf2	imidazolium	NTf2 derivatives	298,98	43,69
im-3,1	ntf2	imidazolium	NTf2 derivatives	301,76	39,10
im-3,1	ntf2	imidazolium	NTf2 derivatives	303,87	35,78
im-3,1	ntf2	imidazolium	NTf2 derivatives	306,86	32,05
im-3,1	ntf2	imidazolium	NTf2 derivatives	308,88	29,67
im-3,1	ntf2	imidazolium	NTf2 derivatives	311,85	26,75
im-3,1	ntf2	imidazolium	NTf2 derivatives	313,94	24,76
im-3,1	ntf2	imidazolium	NTf2 derivatives	318,95	21,18
im-3,1	ntf2	imidazolium	NTf2 derivatives	323,91	18,21
im-3,1	ntf2	imidazolium	NTf2 derivatives	328,97	15,86
im-3,1	ntf2	imidazolium	NTf2 derivatives	333,99	13,81
im-3,1	pf6	imidazolium	PF6 derivatives	318,15	85,01
im-3,1	pf6	imidazolium	PF6 derivatives	323,15	68,18
im-3,1	pf6	imidazolium	PF6 derivatives	328,15	55,46
im-3,1	pf6	imidazolium	PF6 derivatives	333,15	45,70
im-3,1	pf6	imidazolium	PF6 derivatives	338,15	38,09
im-3,1	pf6	imidazolium	PF6 derivatives	343,15	32,10
im-3,1	pf6	imidazolium	PF6 derivatives	348,15	27,32
im-3,1	pf6	imidazolium	PF6 derivatives	353,15	23,47
im-3,1	pf6	imidazolium	PF6 derivatives	358,15	20,34
im-3,1	pf6	imidazolium	PF6 derivatives	363,15	17,77
im-3,1	scn	imidazolium	inorganics	293,15	42,04
im-3,1	scn	imidazolium	inorganics	298,15	34,43
im-3,1	scn	imidazolium	inorganics	303,15	28,58
im-3,1	scn	imidazolium	inorganics	308,15	24,07
im-3,1	scn	imidazolium	inorganics	313,15	20,63
im-3,1	scn	imidazolium	inorganics	318,15	17,89
im-3,1	scn	imidazolium	inorganics	323,15	15,61
im-3,1	scn	imidazolium	inorganics	328,15	13,84
im-3,1	scn	imidazolium	inorganics	333,15	12,40
im-3,1	scn	imidazolium	inorganics	338,15	11,08
im-3,1	scn	imidazolium	inorganics	343,15	9,96
im-3,2,1o2	ntf2	imidazolium	NTf2 derivatives	298,20	61,40
im-3,2,1o2	ntf2	imidazolium	NTf2 derivatives	298,20	61,67
im-3,2,1o2	ntf2	imidazolium	NTf2 derivatives	303,20	47,92
im-3,2,1o2	ntf2	imidazolium	NTf2 derivatives	308,20	37,94
im-3,2,1o2	ntf2	imidazolium	NTf2 derivatives	313,20	30,56
im-3,2,1o2	ntf2	imidazolium	NTf2 derivatives	318,20	24,99
im-3,2,1o2	ntf2	imidazolium	NTf2 derivatives	323,20	20,71
im-3,2,1o2	ntf2	imidazolium	NTf2 derivatives	328,20	17,38
im-3,2,1o2	ntf2	imidazolium	NTf2 derivatives	333,20	14,75
im-3,2,1o2	ntf2	imidazolium	NTf2 derivatives	338,20	12,64
im-3,2,1o2	ntf2	imidazolium	NTf2 derivatives	343,20	10,93
im-3,2,1o2	ntf2	imidazolium	NTf2 derivatives	348,20	9,54
im-3,2,1o2	ntf2	imidazolium	NTf2 derivatives	353,20	8,38
im-3,2,1o3	ntf2	imidazolium	NTf2 derivatives	298,20	73,80
im-3,2,1o3	ntf2	imidazolium	NTf2 derivatives	298,20	74,03
im-3,2,1o3	ntf2	imidazolium	NTf2 derivatives	303,20	57,35
