Cation	Anion	Cationic family	Anionic family	T / K	σ / mN/m
im-4,1	dca	imidazolium	dicyanamides	344,15	45,00
im-4,1	dca	imidazolium	dicyanamides	303,00	47,90
im-4,1	dca	imidazolium	dicyanamides	333,00	45,50
im-4,1	fap	imidazolium	hexafluorophosphate derivatives	279,09	33,55
im-4,1	fap	imidazolium	hexafluorophosphate derivatives	283,18	33,31
im-4,1	fap	imidazolium	hexafluorophosphate derivatives	288,28	33,10
im-4,1	fap	imidazolium	hexafluorophosphate derivatives	293,16	32,83
im-4,1	fap	imidazolium	hexafluorophosphate derivatives	298,15	32,58
im-4,1	fap	imidazolium	hexafluorophosphate derivatives	302,75	32,37
im-4,1	fap	imidazolium	hexafluorophosphate derivatives	307,96	32,18
im-4,1	fap	imidazolium	hexafluorophosphate derivatives	313,27	31,97
im-4,1	fap	imidazolium	hexafluorophosphate derivatives	318,01	31,53
im-4,1	fap	imidazolium	hexafluorophosphate derivatives	322,70	31,32
im-4,1	fap	imidazolium	hexafluorophosphate derivatives	327,98	31,02
im-4,1	fap	imidazolium	hexafluorophosphate derivatives	333,41	30,83
im-4,1	fap	imidazolium	hexafluorophosphate derivatives	338,33	30,61
im-4,1	fap	imidazolium	hexafluorophosphate derivatives	343,27	30,19
im-4,1	fap	imidazolium	hexafluorophosphate derivatives	348,22	30,09
im-4,1	fap	imidazolium	hexafluorophosphate derivatives	354,56	29,50
im-4,1	fap	imidazolium	hexafluorophosphate derivatives	279,12	33,46
im-4,1	fap	imidazolium	hexafluorophosphate derivatives	283,33	33,02
im-4,1	fap	imidazolium	hexafluorophosphate derivatives	288,35	32,96
im-4,1	fap	imidazolium	hexafluorophosphate derivatives	293,26	32,73
im-4,1	fap	imidazolium	hexafluorophosphate derivatives	298,33	32,49
im-4,1	fap	imidazolium	hexafluorophosphate derivatives	302,98	32,25
im-4,1	fap	imidazolium	hexafluorophosphate derivatives	308,07	31,93
im-4,1	fap	imidazolium	hexafluorophosphate derivatives	313,37	31,61
im-4,1	fap	imidazolium	hexafluorophosphate derivatives	318,18	31,35
im-4,1	fap	imidazolium	hexafluorophosphate derivatives	322,84	31,05
im-4,1	fap	imidazolium	hexafluorophosphate derivatives	327,99	30,75
im-4,1	fap	imidazolium	hexafluorophosphate derivatives	333,42	30,47
im-4,1	fap	imidazolium	hexafluorophosphate derivatives	338,35	30,15
im-4,1	fap	imidazolium	hexafluorophosphate derivatives	343,35	29,93
im-4,1	fap	imidazolium	hexafluorophosphate derivatives	348,45	29,52
im-4,1	fap	imidazolium	hexafluorophosphate derivatives	354,54	29,19
im-4,1	fecl4	imidazolium	metal complexes	296,70	44,90
im-4,1	fecl4	imidazolium	metal complexes	283,15	47,15
im-4,1	fecl4	imidazolium	metal complexes	288,15	46,89
im-4,1	fecl4	imidazolium	metal complexes	293,15	46,51
im-4,1	fecl4	imidazolium	metal complexes	298,15	46,03
im-4,1	fecl4	imidazolium	metal complexes	303,15	45,71
im-4,1	fecl4	imidazolium	metal complexes	308,15	45,87
im-4,1	fecl4	imidazolium	metal complexes	313,15	45,59
im-4,1	fecl4	imidazolium	metal complexes	318,15	45,53
im-4,1	fecl4	imidazolium	metal complexes	323,15	44,86
im-4,1	fecl4	imidazolium	metal complexes	328,15	44,63
im-4,1	fecl4	imidazolium	metal complexes	333,15	44,52
im-4,1	fecl4	imidazolium	metal complexes	338,15	43,96
im-4,1	fecl4	imidazolium	metal complexes	343,15	43,50
im-4,1	for	imidazolium	carboxylates	298,15	45,90
im-4,1	for	imidazolium	carboxylates	303,15	45,50
im-4,1	for	imidazolium	carboxylates	313,15	44,70
im-4,1	for	imidazolium	carboxylates	323,15	44,00
im-4,1	for	imidazolium	carboxylates	333,15	43,40
im-4,1	for	imidazolium	carboxylates	343,15	42,80
im-4,1	gacl4	imidazolium	metal complexes	296,70	41,50
im-4,1	gacl4	imidazolium	metal complexes	268,15	46,87
im-4,1	gacl4	imidazolium	metal complexes	278,15	46,53
im-4,1	gacl4	imidazolium	metal complexes	288,15	45,76
im-4,1	gacl4	imidazolium	metal complexes	298,15	45,14
im-4,1	gacl4	imidazolium	metal complexes	308,15	44,63
im-4,1	gacl4	imidazolium	metal complexes	318,15	44,51
im-4,1	gacl4	imidazolium	metal complexes	328,15	44,30
im-4,1	gacl4	imidazolium	metal complexes	338,15	43,39
im-4,1	glu	imidazolium	aminoacids	308,15	49,30
im-4,1	glu	imidazolium	aminoacids	313,15	48,00
im-4,1	glu	imidazolium	aminoacids	318,15	46,20
im-4,1	glu	imidazolium	aminoacids	323,15	44,50
im-4,1	glu	imidazolium	aminoacids	328,15	42,50
im-4,1	glu	imidazolium	aminoacids	333,15	40,20
im-4,1	glu	imidazolium	aminoacids	338,15	38,60
im-4,1	glu	imidazolium	aminoacids	343,15	37,10
im-4,1	gly	imidazolium	aminoacids	283,15	44,30
im-4,1	gly	imidazolium	aminoacids	288,15	44,00
im-4,1	gly	imidazolium	aminoacids	293,15	43,80
im-4,1	gly	imidazolium	aminoacids	298,15	43,50
im-4,1	gly	imidazolium	aminoacids	303,15	43,20
im-4,1	gly	imidazolium	aminoacids	308,15	42,90
im-4,1	gly	imidazolium	aminoacids	313,15	42,60
im-4,1	gly	imidazolium	aminoacids	318,15	42,20
im-4,1	gly	imidazolium	aminoacids	323,15	41,80
im-4,1	gly	imidazolium	aminoacids	328,15	41,50
im-4,1	gly	imidazolium	aminoacids	298,15	54,50
im-4,1	gly	imidazolium	aminoacids	303,15	53,60
im-4,1	gly	imidazolium	aminoacids	313,15	51,90
im-4,1	gly	imidazolium	aminoacids	323,15	50,50
im-4,1	gly	imidazolium	aminoacids	333,15	48,40
im-4,1	gly	imidazolium	aminoacids	343,15	46,80
im-4,1	glyc	imidazolium	carboxylates	298,15	49,70
im-4,1	glyc	imidazolium	carboxylates	303,15	49,20
im-4,1	glyc	imidazolium	carboxylates	313,15	48,40
im-4,1	glyc	imidazolium	carboxylates	323,15	47,60
im-4,1	glyc	imidazolium	carboxylates	333,15	46,80
im-4,1	glyc	imidazolium	carboxylates	343,15	46,10
im-4,1	h2po4	imidazolium	phosphates	288,15	44,20
im-4,1	h2po4	imidazolium	phosphates	293,15	43,90
im-4,1	h2po4	imidazolium	phosphates	298,15	43,60
im-4,1	h2po4	imidazolium	phosphates	303,15	43,20
im-4,1	h2po4	imidazolium	phosphates	308,15	42,90
im-4,1	h2po4	imidazolium	phosphates	313,15	42,60
im-4,1	h2po4	imidazolium	phosphates	318,15	42,30
im-4,1	h2po4	imidazolium	phosphates	323,15	42,00
im-4,1	h2po4	imidazolium	phosphates	328,15	41,70
im-4,1	h2po4	imidazolium	phosphates	333,15	41,40
im-4,1	h2po4	imidazolium	phosphates	338,15	41,10
im-4,1	h2po4	imidazolium	phosphates	343,15	40,80
im-4,1	hco3	imidazolium	inorganics	288,15	34,90
im-4,1	hco3	imidazolium	inorganics	293,15	34,40
im-4,1	hco3	imidazolium	inorganics	298,15	34,00
im-4,1	hco3	imidazolium	inorganics	303,15	33,50
im-4,1	hco3	imidazolium	inorganics	308,15	33,10
im-4,1	hco3	imidazolium	inorganics	313,15	32,60
im-4,1	hco3	imidazolium	inorganics	318,15	32,20
im-4,1	hco3	imidazolium	inorganics	323,15	31,70
im-4,1	hco3	imidazolium	inorganics	328,15	31,20
im-4,1	hco3	imidazolium	inorganics	333,15	30,80
im-4,1	hco3	imidazolium	inorganics	338,15	30,40
im-4,1	hco3	imidazolium	inorganics	343,15	29,90
im-4,1	hso4	imidazolium	sulfates	293,15	49,40
im-4,1	hso4	imidazolium	sulfates	303,15	48,36
im-4,1	hso4	imidazolium	sulfates	313,15	47,42
im-4,1	hso4	imidazolium	sulfates	323,15	46,28
im-4,1	hso4	imidazolium	sulfates	333,15	45,44
im-4,1	hso4	imidazolium	sulfates	343,15	44,50
im-4,1	hso4	imidazolium	sulfates	353,15	43,49
im-4,1	i	imidazolium	inorganics	298,00	53,30
im-4,1	i	imidazolium	inorganics	303,00	52,90
im-4,1	i	imidazolium	inorganics	308,00	52,50
im-4,1	i	imidazolium	inorganics	313,00	52,10
im-4,1	i	imidazolium	inorganics	318,00	51,50
im-4,1	i	imidazolium	inorganics	323,00	51,10
im-4,1	i	imidazolium	inorganics	328,00	50,70
im-4,1	i	imidazolium	inorganics	333,00	50,30
im-4,1	i	imidazolium	inorganics	338,00	49,90
im-4,1	i	imidazolium	inorganics	343,00	49,40
im-4,1	i	imidazolium	inorganics	348,00	49,00
im-4,1	i	imidazolium	inorganics	353,00	48,60
im-4,1	i	imidazolium	inorganics	358,00	48,20
im-4,1	i	imidazolium	inorganics	363,00	47,80
im-4,1	i	imidazolium	inorganics	368,00	47,40
im-4,1	i	imidazolium	inorganics	373,00	47,10
im-4,1	i	imidazolium	inorganics	378,00	46,70
im-4,1	i	imidazolium	inorganics	383,00	46,30
im-4,1	i	imidazolium	inorganics	388,00	46,00
im-4,1	i	imidazolium	inorganics	393,00	45,60
im-4,1	i	imidazolium	inorganics	288,00	50,67
im-4,1	i	imidazolium	inorganics	293,41	50,32
im-4,1	i	imidazolium	inorganics	298,23	50,06
im-4,1	i	imidazolium	inorganics	303,14	49,73
im-4,1	i	imidazolium	inorganics	308,11	49,45
im-4,1	i	imidazolium	inorganics	312,89	49,19
im-4,1	i	imidazolium	inorganics	317,93	48,93
im-4,1	i	imidazolium	inorganics	323,26	48,53
im-4,1	i	imidazolium	inorganics	328,28	48,26
im-4,1	i	imidazolium	inorganics	333,16	47,96
im-4,1	i	imidazolium	inorganics	338,16	47,66
im-4,1	i	imidazolium	inorganics	343,60	47,35
im-4,1	i	imidazolium	inorganics	348,76	47,02
im-4,1	i	imidazolium	inorganics	352,76	46,88
im-4,1	i	imidazolium	inorganics	358,28	46,53
im-4,1	i	imidazolium	inorganics	364,82	46,12
im-4,1	i	imidazolium	inorganics	288,03	50,18
im-4,1	i	imidazolium	inorganics	293,39	49,95
im-4,1	i	imidazolium	inorganics	298,23	49,40
im-4,1	i	imidazolium	inorganics	303,13	49,30
im-4,1	i	imidazolium	inorganics	308,14	48,59
im-4,1	i	imidazolium	inorganics	312,96	48,61
im-4,1	i	imidazolium	inorganics	318,02	48,47
im-4,1	i	imidazolium	inorganics	323,47	47,91
im-4,1	i	imidazolium	inorganics	328,48	47,91
im-4,1	i	imidazolium	inorganics	333,13	47,45
im-4,1	i	imidazolium	inorganics	338,21	47,24
im-4,1	i	imidazolium	inorganics	343,71	46,71
im-4,1	i	imidazolium	inorganics	348,65	46,27
im-4,1	i	imidazolium	inorganics	298,15	54,70
im-4,1	la	imidazolium	aminoacids	293,15	43,14
im-4,1	la	imidazolium	aminoacids	298,15	42,92
im-4,1	la	imidazolium	aminoacids	303,15	42,79
im-4,1	la	imidazolium	aminoacids	308,15	42,37
im-4,1	la	imidazolium	aminoacids	313,15	42,19
im-4,1	la	imidazolium	aminoacids	323,15	41,64
im-4,1	la	imidazolium	aminoacids	333,15	41,04
im-4,1	la	imidazolium	aminoacids	343,15	40,56
im-4,1	la	imidazolium	aminoacids	298,15	42,70
im-4,1	la	imidazolium	aminoacids	303,15	42,30
im-4,1	la	imidazolium	aminoacids	313,15	41,90
im-4,1	la	imidazolium	aminoacids	323,15	41,30
im-4,1	la	imidazolium	aminoacids	333,15	40,60
im-4,1	la	imidazolium	aminoacids	343,15	40,00
im-4,1	no3	imidazolium	inorganics	297,00	50,50
im-4,1	npf2	imidazolium	bistriflamide derivatives	297,00	31,70
im-4,1	ntf2	imidazolium	bistriflamide derivatives	298,00	37,50
im-4,1	ntf2	imidazolium	bistriflamide derivatives	293,15	38,37
im-4,1	ntf2	imidazolium	bistriflamide derivatives	293,15	33,60
im-4,1	ntf2	imidazolium	bistriflamide derivatives	303,15	33,09
im-4,1	ntf2	imidazolium	bistriflamide derivatives	313,15	32,50
im-4,1	ntf2	imidazolium	bistriflamide derivatives	323,15	31,92
im-4,1	ntf2	imidazolium	bistriflamide derivatives	333,15	31,35
im-4,1	ntf2	imidazolium	bistriflamide derivatives	343,15	30,90
im-4,1	ntf2	imidazolium	bistriflamide derivatives	298,15	34,91
im-4,1	ntf2	imidazolium	bistriflamide derivatives	298,25	33,20
im-4,1	ntf2	imidazolium	bistriflamide derivatives	293,15	33,60
im-4,1	ntf2	imidazolium	bistriflamide derivatives	303,15	33,09
im-4,1	ntf2	imidazolium	bistriflamide derivatives	313,15	32,50
im-4,1	ntf2	imidazolium	bistriflamide derivatives	323,15	31,92
im-4,1	ntf2	imidazolium	bistriflamide derivatives	333,15	31,35
im-4,1	ntf2	imidazolium	bistriflamide derivatives	343,15	30,90
im-4,1	ntf2	imidazolium	bistriflamide derivatives	293,15	32,72
im-4,1	ntf2	imidazolium	bistriflamide derivatives	298,15	32,48
im-4,1	ntf2	imidazolium	bistriflamide derivatives	303,15	32,30
im-4,1	ntf2	imidazolium	bistriflamide derivatives	308,15	32,10
im-4,1	ntf2	imidazolium	bistriflamide derivatives	313,15	31,88
im-4,1	ntf2	imidazolium	bistriflamide derivatives	298,15	33,00
im-4,1	ntf2	imidazolium	bistriflamide derivatives	301,96	32,66
im-4,1	ntf2	imidazolium	bistriflamide derivatives	306,81	32,44
im-4,1	ntf2	imidazolium	bistriflamide derivatives	310,81	32,26
im-4,1	ntf2	imidazolium	bistriflamide derivatives	343,28	30,91
im-4,1	ntf2	imidazolium	bistriflamide derivatives	351,56	30,53
im-4,1	ntf2	imidazolium	bistriflamide derivatives	322,99	31,74
im-4,1	ntf2	imidazolium	bistriflamide derivatives	332,97	31,30
im-4,1	ntf2	imidazolium	bistriflamide derivatives	337,12	31,17
im-4,1	ntf2	imidazolium	bistriflamide derivatives	298,35	32,85
im-4,1	ntf2	imidazolium	bistriflamide derivatives	294,20	33,02
im-4,1	ntf2	imidazolium	bistriflamide derivatives	317,94	31,97
im-4,1	ntf2	imidazolium	bistriflamide derivatives	327,92	31,58
im-4,1	ntf2	imidazolium	bistriflamide derivatives	347,82	30,76
im-4,1	ntf2	imidazolium	bistriflamide derivatives	284,15	33,46
im-4,1	ntf2	imidazolium	bistriflamide derivatives	287,81	33,27
im-4,1	ntf2	imidazolium	bistriflamide derivatives	284,19	33,48
im-4,1	ntf2	imidazolium	bistriflamide derivatives	298,41	33,04
im-4,1	ntf2	imidazolium	bistriflamide derivatives	317,93	31,97
im-4,1	ntf2	imidazolium	bistriflamide derivatives	348,05	30,41
im-4,1	ntf2	imidazolium	bistriflamide derivatives	298,15	30,70
im-4,1	ntf2	imidazolium	bistriflamide derivatives	298,20	33,15
im-4,1	ntf2	imidazolium	bistriflamide derivatives	298,20	33,15
im-4,1	ntf2	imidazolium	bistriflamide derivatives	303,15	33,80
im-4,1	ntf2	imidazolium	bistriflamide derivatives	303,15	33,40
im-4,1	ntf2	imidazolium	bistriflamide derivatives	297,00	34,90
im-4,1	ntf2	imidazolium	bistriflamide derivatives	312,60	31,90
im-4,1	ntf2	imidazolium	bistriflamide derivatives	333,10	31,20
im-4,1	ntf2	imidazolium	bistriflamide derivatives	353,70	30,10
im-4,1	ntf2	imidazolium	bistriflamide derivatives	374,10	29,20
im-4,1	ntf2	imidazolium	bistriflamide derivatives	394,20	28,10
im-4,1	ntf2	imidazolium	bistriflamide derivatives	414,40	27,20
im-4,1	ntf2	imidazolium	bistriflamide derivatives	434,50	26,60
im-4,1	ntf2	imidazolium	bistriflamide derivatives	455,00	25,80
im-4,1	ntf2	imidazolium	bistriflamide derivatives	475,20	24,60
im-4,1	ntf2	imidazolium	bistriflamide derivatives	278,75	33,80
im-4,1	ntf2	imidazolium	bistriflamide derivatives	288,15	33,37
im-4,1	ntf2	imidazolium	bistriflamide derivatives	298,15	32,80
im-4,1	ntf2	imidazolium	bistriflamide derivatives	308,15	32,32
im-4,1	ntf2	imidazolium	bistriflamide derivatives	318,15	31,89
im-4,1	ntf2	imidazolium	bistriflamide derivatives	328,15	31,28
im-4,1	ntf2	imidazolium	bistriflamide derivatives	298,15	46,30
im-4,1	ntf2	imidazolium	bistriflamide derivatives	298,15	37,50
im-4,1	ntf2	imidazolium	bistriflamide derivatives	298,15	35,40
im-4,1	otf	imidazolium	sulfonates	293,20	35,08
im-4,1	otf	imidazolium	sulfonates	298,20	34,87
im-4,1	otf	imidazolium	sulfonates	303,20	34,66
im-4,1	otf	imidazolium	sulfonates	308,20	34,44
im-4,1	otf	imidazolium	sulfonates	313,20	34,22
im-4,1	otf	imidazolium	sulfonates	318,20	33,99
im-4,1	otf	imidazolium	sulfonates	323,20	33,77
im-4,1	otf	imidazolium	sulfonates	298,45	33,97
im-4,1	otf	imidazolium	sulfonates	293,20	35,52
im-4,1	otf	imidazolium	sulfonates	303,20	35,05
im-4,1	otf	imidazolium	sulfonates	313,20	34,62
im-4,1	otf	imidazolium	sulfonates	323,20	34,19
im-4,1	otf	imidazolium	sulfonates	333,20	33,71
im-4,1	otf	imidazolium	sulfonates	343,20	33,30
im-4,1	otf	imidazolium	sulfonates	303,15	22,34
im-4,1	otf	imidazolium	sulfonates	313,15	22,05
im-4,1	otf	imidazolium	sulfonates	323,15	21,32
im-4,1	otf	imidazolium	sulfonates	333,15	20,96
im-4,1	otf	imidazolium	sulfonates	343,15	20,27
im-4,1	otf	imidazolium	sulfonates	283,15	23,40
im-4,1	otf	imidazolium	sulfonates	293,15	22,91
im-4,1	otf	imidazolium	sulfonates	303,15	22,40
im-4,1	otf	imidazolium	sulfonates	313,15	22,00
im-4,1	otf	imidazolium	sulfonates	323,15	21,34
im-4,1	otf	imidazolium	sulfonates	333,15	21,00
im-4,1	otf	imidazolium	sulfonates	343,15	20,24
im-4,1	otf	imidazolium	sulfonates	353,15	19,50
im-4,1	otf	imidazolium	sulfonates	363,15	19,15
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	298,00	48,80
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	298,15	43,00
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	293,15	44,10
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	303,15	43,52
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	313,15	42,90
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	323,15	42,21
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	333,15	41,53
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	343,15	41,07
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	298,00	47,50
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	303,00	47,20
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	308,00	46,90
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	313,00	46,50
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	318,00	46,00
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	323,00	45,60
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	328,00	45,30
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	333,00	44,90
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	338,00	44,60
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	343,00	44,30
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	348,00	43,80
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	353,00	43,50
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	358,00	43,10
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	363,00	42,80
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	368,00	42,40
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	373,00	42,10
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	378,00	41,70
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	383,00	41,30
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	388,00	41,10
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	393,00	40,80
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	298,15	40,90
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	298,15	47,92
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	301,32	47,71
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	305,79	47,48
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	309,60	47,29
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	315,44	46,92
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	319,95	46,55
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	325,06	46,15
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	328,68	46,04
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	332,22	45,81
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	335,61	45,41
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	303,37	43,51
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	312,88	42,90
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	322,81	42,21
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	333,31	41,63
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	342,86	41,05
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	352,78	40,47
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	348,34	40,80
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	307,96	43,24
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	317,86	42,58
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	327,91	41,94
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	337,97	41,37
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	298,34	43,82
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	292,88	44,11
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	287,60	44,41
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	288,14	44,47
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	292,99	44,28
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	297,86	44,03
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	303,33	43,64
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	308,21	43,46
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	312,44	43,13
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	318,23	42,75
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	322,98	42,45
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	327,89	42,14
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	332,84	41,86
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	337,59	41,57
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	343,06	41,34
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	348,16	40,95
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	352,99	40,75
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	303,15	43,00
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	303,15	42,60
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	288,15	43,70
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	293,15	43,20
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	298,15	42,90
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	303,15	42,60
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	308,15	42,20
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	313,15	41,80
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	303,00	45,30
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	308,00	45,00
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	313,00	44,70
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	318,00	44,40
im-4,1	pf6	imidazolium	hexafluorophosphate derivatives	323,00	44,10
