Cation	Anion	Cationic family	Anionic family	T / K	σ / mN/m
n-3	for	ammonium	carboxylates	318,15	35,80
n-3	for	ammonium	carboxylates	323,15	35,40
n-3	for	ammonium	carboxylates	328,15	35,00
n-3	for	ammonium	carboxylates	333,15	34,60
n-3oh[2]	for	ammonium	carboxylates	300,15	46,20
n-3oh	ac	ammonium	carboxylates	293,15	48,00
n-3oh	ac	ammonium	carboxylates	298,15	47,50
n-3oh	ac	ammonium	carboxylates	303,15	47,00
n-3oh	ac	ammonium	carboxylates	308,15	46,50
n-3oh	ac	ammonium	carboxylates	313,15	46,00
n-3oh	ac	ammonium	carboxylates	318,15	45,50
n-3oh	ac	ammonium	carboxylates	323,15	45,00
n-3oh	ac	ammonium	carboxylates	328,15	44,50
n-3oh	ac	ammonium	carboxylates	333,15	44,00
n-3oh	for	ammonium	carboxylates	293,15	56,90
n-3oh	for	ammonium	carboxylates	298,15	56,40
n-3oh	for	ammonium	carboxylates	303,15	55,90
n-3oh	for	ammonium	carboxylates	308,15	55,40
n-3oh	for	ammonium	carboxylates	313,15	54,90
n-3oh	for	ammonium	carboxylates	318,15	54,40
n-3oh	for	ammonium	carboxylates	323,15	54,00
n-3oh	for	ammonium	carboxylates	328,15	53,50
n-3oh	for	ammonium	carboxylates	333,15	53,00
n-3oh	tfa	ammonium	carboxylates	293,15	38,20
n-3oh	tfa	ammonium	carboxylates	298,15	37,80
n-3oh	tfa	ammonium	carboxylates	303,15	37,40
n-3oh	tfa	ammonium	carboxylates	308,15	37,00
n-3oh	tfa	ammonium	carboxylates	313,15	36,50
n-3oh	tfa	ammonium	carboxylates	318,15	36,10
n-3oh	tfa	ammonium	carboxylates	323,15	35,70
n-3oh	tfa	ammonium	carboxylates	328,15	35,30
n-3oh	tfa	ammonium	carboxylates	333,15	34,90
n-3so3h,4i	hso4	ammonium	sulfates	298,15	52,18
n-3so3h,4i	hso4	ammonium	sulfates	303,15	51,64
n-3so3h,4i	hso4	ammonium	sulfates	308,15	51,14
n-3so3h,4i	hso4	ammonium	sulfates	313,15	50,69
n-3so3h,4i	hso4	ammonium	sulfates	318,15	50,15
n-3so3h,4i	hso4	ammonium	sulfates	323,15	49,58
n-3so3h,4i	hso4	ammonium	sulfates	328,15	48,98
n-4,1,1,1	ntf2	ammonium	bistriflamide derivatives	298,35	38,05
n-4,1,1,1	ntf2	ammonium	bistriflamide derivatives	302,33	37,90
n-4,1,1,1	ntf2	ammonium	bistriflamide derivatives	306,15	37,80
n-4,1,1,1	ntf2	ammonium	bistriflamide derivatives	309,93	37,69
n-4,1,1,1	ntf2	ammonium	bistriflamide derivatives	314,79	37,48
n-4,1,1,1	ntf2	ammonium	bistriflamide derivatives	320,39	37,28
n-4,1,1,1	ntf2	ammonium	bistriflamide derivatives	326,40	37,09
n-4,1,1,1	ntf2	ammonium	bistriflamide derivatives	330,16	36,91
n-4,1,1,1	ntf2	ammonium	bistriflamide derivatives	335,64	36,68
n-4,1,1,1	ntf2	ammonium	bistriflamide derivatives	340,58	36,50
n-4,1,1,1	ntf2	ammonium	bistriflamide derivatives	278,75	33,31
n-4,1,1,1	ntf2	ammonium	bistriflamide derivatives	288,15	33,04
n-4,1,1,1	ntf2	ammonium	bistriflamide derivatives	298,15	32,46
n-4,1,1,1	ntf2	ammonium	bistriflamide derivatives	308,15	32,00
n-4,1,1,1	ntf2	ammonium	bistriflamide derivatives	318,15	31,21
n-4,1,1,1	ntf2	ammonium	bistriflamide derivatives	328,15	30,64
n-4,3i,1,1	ntf2	ammonium	bistriflamide derivatives	298,15	32,80
n-4,3i,1,1	ntf2	ammonium	bistriflamide derivatives	299,10	38,38
n-4,3i,1,1	ntf2	ammonium	bistriflamide derivatives	300,10	38,33
n-4,3i,1,1	ntf2	ammonium	bistriflamide derivatives	301,40	38,25
n-4,3i,1,1	ntf2	ammonium	bistriflamide derivatives	303,00	38,17
n-4,3i,1,1	ntf2	ammonium	bistriflamide derivatives	305,20	38,03
n-4,3i,1,1	ntf2	ammonium	bistriflamide derivatives	307,80	37,86
n-4,3i,1,1	ntf2	ammonium	bistriflamide derivatives	310,60	37,70
n-4,3i,1,1	ntf2	ammonium	bistriflamide derivatives	313,40	37,54
n-4,3i,1,1	ntf2	ammonium	bistriflamide derivatives	315,40	37,41
n-4,3i,1,1	ntf2	ammonium	bistriflamide derivatives	317,00	37,32
n-4,3i,1,1	ntf2	ammonium	bistriflamide derivatives	319,00	37,21
n-4,3i,1,1	ntf2	ammonium	bistriflamide derivatives	321,10	37,10
n-4,3i,1,1	ntf2	ammonium	bistriflamide derivatives	323,10	37,03
n-4,3i,1,1	ntf2	ammonium	bistriflamide derivatives	324,90	36,93
n-4,4,4,4	phen-no2[2],no2[4],no2[6]	ammonium	alcoholates	364,00	26,40
n-4,4,4,4	so3-4[f]	ammonium	sulfonates	333,10	22,77
n-4,4,4,4	so3-4[f]	ammonium	sulfonates	338,00	22,57
n-4,4,4,4	so3-4[f]	ammonium	sulfonates	343,10	22,36
n-4,4,4,4	so3-4[f]	ammonium	sulfonates	348,30	22,20
n-4,4,4,4	so3-4[f]	ammonium	sulfonates	353,40	21,95
n-4,4,4,4	so3-8[f]	ammonium	sulfonates	298,40	21,98
n-4,4,4,4	so3-8[f]	ammonium	sulfonates	303,20	21,60
n-4,4,4,4	so3-8[f]	ammonium	sulfonates	313,30	21,11
n-4,4,4,4	so3-8[f]	ammonium	sulfonates	323,20	20,65
n-4,4,4,4	so3-8[f]	ammonium	sulfonates	333,20	20,14
n-4,4,4,4	so3-8[f]	ammonium	sulfonates	343,00	19,55
n-4	1ac	ammonium	carboxylates	293,15	28,10
n-4	1ac	ammonium	carboxylates	298,15	27,80
n-4	1ac	ammonium	carboxylates	303,15	27,50
n-4	1ac	ammonium	carboxylates	308,15	27,10
n-4	1ac	ammonium	carboxylates	313,15	26,80
n-4	1ac	ammonium	carboxylates	318,15	26,50
n-4	1ac	ammonium	carboxylates	323,15	26,20
n-4	1ac	ammonium	carboxylates	328,15	25,90
n-4	1ac	ammonium	carboxylates	333,15	25,60
n-4	2ac	ammonium	carboxylates	293,15	25,70
n-4	2ac	ammonium	carboxylates	298,15	25,40
n-4	2ac	ammonium	carboxylates	303,15	25,10
n-4	2ac	ammonium	carboxylates	308,15	24,80
n-4	2ac	ammonium	carboxylates	313,15	24,50
n-4	2ac	ammonium	carboxylates	318,15	24,20
n-4	2ac	ammonium	carboxylates	323,15	23,90
n-4	2ac	ammonium	carboxylates	328,15	23,60
n-4	2ac	ammonium	carboxylates	333,15	23,40
n-4	ac	ammonium	carboxylates	293,15	31,50
n-4	ac	ammonium	carboxylates	298,15	31,10
n-4	ac	ammonium	carboxylates	303,15	30,80
n-4	ac	ammonium	carboxylates	308,15	30,50
n-4	ac	ammonium	carboxylates	313,15	30,10
n-4	ac	ammonium	carboxylates	318,15	29,80
n-4	ac	ammonium	carboxylates	323,15	29,50
n-4	ac	ammonium	carboxylates	328,15	29,10
n-4	ac	ammonium	carboxylates	333,15	28,80
n-4	for	ammonium	carboxylates	300,15	33,30
n-4	for	ammonium	carboxylates	293,15	33,80
n-4	for	ammonium	carboxylates	298,15	33,30
n-4	for	ammonium	carboxylates	303,15	32,90
n-4	for	ammonium	carboxylates	308,15	32,40
n-4	for	ammonium	carboxylates	313,15	32,00
n-4	for	ammonium	carboxylates	318,15	31,50
n-4	for	ammonium	carboxylates	323,15	31,10
n-4	for	ammonium	carboxylates	328,15	30,60
n-4	for	ammonium	carboxylates	333,15	30,20
n-4i	for	ammonium	carboxylates	300,15	31,20
n-4so3h,4i	hso4	ammonium	sulfates	298,15	47,15
n-4so3h,4i	hso4	ammonium	sulfates	303,15	46,79
n-4so3h,4i	hso4	ammonium	sulfates	308,15	46,48
n-4so3h,4i	hso4	ammonium	sulfates	313,15	46,12
n-4so3h,4i	hso4	ammonium	sulfates	318,15	45,74
n-4so3h,4i	hso4	ammonium	sulfates	323,15	45,30
n-4so3h,4i	hso4	ammonium	sulfates	328,15	44,93
n-5,2,2,2	ntf2	ammonium	bistriflamide derivatives	298,00	35,70
n-5,2,2,2	ntf2	ammonium	bistriflamide derivatives	303,00	35,40
n-5,2,2,2	ntf2	ammonium	bistriflamide derivatives	308,00	35,00
n-5,2,2,2	ntf2	ammonium	bistriflamide derivatives	313,00	34,70
n-5,2,2,2	ntf2	ammonium	bistriflamide derivatives	318,00	34,30
n-5,2,2,2	ntf2	ammonium	bistriflamide derivatives	323,00	34,00
n-5,2,2,2	ntf2	ammonium	bistriflamide derivatives	328,00	33,60
n-5,2,2,2	ntf2	ammonium	bistriflamide derivatives	333,00	33,30
n-5,2,2,2	ntf2	ammonium	bistriflamide derivatives	338,00	32,90
n-5,2,2,2	ntf2	ammonium	bistriflamide derivatives	343,00	32,60
n-5,2,2,2	ntf2	ammonium	bistriflamide derivatives	348,00	32,20
n-5,2,2,2	ntf2	ammonium	bistriflamide derivatives	353,00	31,80
n-5,2,2,2	ntf2	ammonium	bistriflamide derivatives	358,00	31,50
n-5,2,2,2	ntf2	ammonium	bistriflamide derivatives	363,00	31,10
n-5,2,2,2	ntf2	ammonium	bistriflamide derivatives	368,00	30,70
n-5,2,2,2	ntf2	ammonium	bistriflamide derivatives	373,00	30,40
n-5	for	ammonium	carboxylates	300,15	31,90
n-5i	for	ammonium	carboxylates	300,15	30,80
n-6,1,1,1	ntf2	ammonium	bistriflamide derivatives	300,35	35,88
n-6,1,1,1	ntf2	ammonium	bistriflamide derivatives	302,35	35,71
n-6,1,1,1	ntf2	ammonium	bistriflamide derivatives	304,25	35,57
n-6,1,1,1	ntf2	ammonium	bistriflamide derivatives	307,65	35,32
n-6,1,1,1	ntf2	ammonium	bistriflamide derivatives	311,05	35,09
n-6,1,1,1	ntf2	ammonium	bistriflamide derivatives	314,75	34,86
n-6,1,1,1	ntf2	ammonium	bistriflamide derivatives	318,15	34,64
n-6,1,1,1	ntf2	ammonium	bistriflamide derivatives	322,55	34,36
n-6,1,1,1	ntf2	ammonium	bistriflamide derivatives	326,25	34,14
n-6,1,1,1	ntf2	ammonium	bistriflamide derivatives	331,35	33,86
n-6,1,1,1	ntf2	ammonium	bistriflamide derivatives	333,35	33,77
n-6,2,2,2	ntf2	ammonium	bistriflamide derivatives	298,00	34,10
n-6,2,2,2	ntf2	ammonium	bistriflamide derivatives	303,00	33,70
n-6,2,2,2	ntf2	ammonium	bistriflamide derivatives	308,00	33,30
n-6,2,2,2	ntf2	ammonium	bistriflamide derivatives	313,00	32,90
n-6,2,2,2	ntf2	ammonium	bistriflamide derivatives	318,00	32,50
n-6,2,2,2	ntf2	ammonium	bistriflamide derivatives	323,00	32,10
n-6,2,2,2	ntf2	ammonium	bistriflamide derivatives	328,00	31,70
n-6,2,2,2	ntf2	ammonium	bistriflamide derivatives	333,00	31,30
n-6,2,2,2	ntf2	ammonium	bistriflamide derivatives	338,00	30,90
n-6,2,2,2	ntf2	ammonium	bistriflamide derivatives	343,00	30,50
n-6,2,2,2	ntf2	ammonium	bistriflamide derivatives	348,00	30,10
n-6,2,2,2	ntf2	ammonium	bistriflamide derivatives	353,00	29,70
n-6,2,2,2	ntf2	ammonium	bistriflamide derivatives	358,00	29,30
n-6,2,2,2	ntf2	ammonium	bistriflamide derivatives	363,00	28,90
n-6,2,2,2	ntf2	ammonium	bistriflamide derivatives	368,00	28,50
n-6,2,2,2	ntf2	ammonium	bistriflamide derivatives	373,00	28,20
n-6,2,2,2	ntf2	ammonium	bistriflamide derivatives	299,54	35,17
n-6,2,2,2	ntf2	ammonium	bistriflamide derivatives	302,65	34,90
n-6,2,2,2	ntf2	ammonium	bistriflamide derivatives	307,05	34,45
n-6,2,2,2	ntf2	ammonium	bistriflamide derivatives	313,73	33,88
n-6,2,2,2	ntf2	ammonium	bistriflamide derivatives	319,84	33,49
n-6,2,2,2	ntf2	ammonium	bistriflamide derivatives	324,94	32,98
n-6,2,2,2	ntf2	ammonium	bistriflamide derivatives	329,34	32,72
n-6,2,2,2	ntf2	ammonium	bistriflamide derivatives	335,04	32,47
n-6,2,2,2	ntf2	ammonium	bistriflamide derivatives	341,93	31,98
n-6,2,2,2	ntf2	ammonium	bistriflamide derivatives	347,11	31,45
n-6,3i,1,1	ntf2	ammonium	bistriflamide derivatives	298,15	31,40
n-6,3i,1,1	ntf2	ammonium	bistriflamide derivatives	300,10	36,74
n-6,3i,1,1	ntf2	ammonium	bistriflamide derivatives	302,00	36,58
n-6,3i,1,1	ntf2	ammonium	bistriflamide derivatives	303,10	36,49
n-6,3i,1,1	ntf2	ammonium	bistriflamide derivatives	304,00	36,42
n-6,3i,1,1	ntf2	ammonium	bistriflamide derivatives	306,00	36,25
n-6,3i,1,1	ntf2	ammonium	bistriflamide derivatives	308,10	36,11
n-6,3i,1,1	ntf2	ammonium	bistriflamide derivatives	312,30	35,78
n-6,3i,1,1	ntf2	ammonium	bistriflamide derivatives	315,20	35,55
n-6,3i,1,1	ntf2	ammonium	bistriflamide derivatives	318,00	35,33
n-6,3i,1,1	ntf2	ammonium	bistriflamide derivatives	320,60	35,14
n-6,3i,1,1	ntf2	ammonium	bistriflamide derivatives	322,60	35,01
n-8,2,2,2	fsa	ammonium	bistriflamide derivatives	298,15	28,83
n-8,2,2,2	fsa	ammonium	bistriflamide derivatives	303,15	28,56
n-8,2,2,2	fsa	ammonium	bistriflamide derivatives	308,15	28,28
n-8,2,2,2	fsa	ammonium	bistriflamide derivatives	313,15	28,00
n-8,2,2,2	fsa	ammonium	bistriflamide derivatives	318,15	27,76
n-8,2,2,2	fsa	ammonium	bistriflamide derivatives	323,15	27,50
n-8,2,2,2	fsa	ammonium	bistriflamide derivatives	328,15	27,24
n-8,2,2,2	fsa	ammonium	bistriflamide derivatives	333,15	27,01
n-8,2,2,2	fsa	ammonium	bistriflamide derivatives	338,15	26,77
n-8,2,2,2	fsa	ammonium	bistriflamide derivatives	343,15	26,49
n-8,2,2,2	ntf2	ammonium	bistriflamide derivatives	298,00	33,10
n-8,2,2,2	ntf2	ammonium	bistriflamide derivatives	303,00	32,80
n-8,2,2,2	ntf2	ammonium	bistriflamide derivatives	308,00	32,30
n-8,2,2,2	ntf2	ammonium	bistriflamide derivatives	313,00	31,80
n-8,2,2,2	ntf2	ammonium	bistriflamide derivatives	318,00	31,40
n-8,2,2,2	ntf2	ammonium	bistriflamide derivatives	323,00	31,00
n-8,2,2,2	ntf2	ammonium	bistriflamide derivatives	328,00	30,60
n-8,2,2,2	ntf2	ammonium	bistriflamide derivatives	333,00	30,10
n-8,2,2,2	ntf2	ammonium	bistriflamide derivatives	338,00	29,70
n-8,2,2,2	ntf2	ammonium	bistriflamide derivatives	343,00	29,30
n-8,2,2,2	ntf2	ammonium	bistriflamide derivatives	348,00	28,90
n-8,2,2,2	ntf2	ammonium	bistriflamide derivatives	353,00	28,60
n-8,2,2,2	ntf2	ammonium	bistriflamide derivatives	358,00	28,10
n-8,2,2,2	ntf2	ammonium	bistriflamide derivatives	363,00	27,70
n-8,2,2,2	ntf2	ammonium	bistriflamide derivatives	368,00	27,30
n-8,2,2,2	ntf2	ammonium	bistriflamide derivatives	373,00	26,90
n-8,8,8,1	cl	ammonium	inorganics	293,15	26,44
n-8,8,8,1	dca	ammonium	dicyanamides	293,15	28,80
n-8,8,8,1	ntf2	ammonium	bistriflamide derivatives	293,15	22,77
n-8,8,8,1	ntf2	ammonium	bistriflamide derivatives	293,15	27,82
n-8,8,8,1	ntf2	ammonium	bistriflamide derivatives	299,46	29,06
n-8,8,8,1	ntf2	ammonium	bistriflamide derivatives	303,25	28,93
n-8,8,8,1	ntf2	ammonium	bistriflamide derivatives	310,18	28,53
n-8,8,8,1	ntf2	ammonium	bistriflamide derivatives	313,77	28,23
n-8,8,8,1	ntf2	ammonium	bistriflamide derivatives	318,67	27,85
n-8,8,8,1	ntf2	ammonium	bistriflamide derivatives	321,00	27,63
n-8,8,8,1	ntf2	ammonium	bistriflamide derivatives	326,30	27,18
n-8,8,8,1	ntf2	ammonium	bistriflamide derivatives	329,60	27,01
n-8,8,8,1	ntf2	ammonium	bistriflamide derivatives	336,79	26,69
n-8,8,8,1	ntf2	ammonium	bistriflamide derivatives	278,75	29,65
n-8,8,8,1	ntf2	ammonium	bistriflamide derivatives	288,15	28,92
n-8,8,8,1	ntf2	ammonium	bistriflamide derivatives	298,15	27,93
n-8,8,8,1	ntf2	ammonium	bistriflamide derivatives	308,15	27,02
n-8,8,8,1	ntf2	ammonium	bistriflamide derivatives	318,15	26,56
n-8,8,8,1	ntf2	ammonium	bistriflamide derivatives	328,15	26,03
n-8,8,8	8ac-6[2]	ammonium	carboxylates	293,15	26,29
n-8,8,8	8ac-6[2]	ammonium	carboxylates	298,15	25,76
n-8,8,8	8ac-6[2]	ammonium	carboxylates	303,15	25,28
n-8,8,8	8ac-6[2]	ammonium	carboxylates	308,15	24,80
n-8,8,8	8ac-6[2]	ammonium	carboxylates	313,15	24,31
n-8,8,8	8ac-6[2]	ammonium	carboxylates	318,15	23,90
n-8,8,8	8ac-6[2]	ammonium	carboxylates	323,15	23,50
n-8,8,8	8ac-6[2]	ammonium	carboxylates	328,15	22,87
n-8,8,8	8ac-6[2]	ammonium	carboxylates	333,15	22,46
n-8,8,8	ac-2ph	ammonium	carboxylates	293,15	24,42
n-8,8,8	ac-2ph	ammonium	carboxylates	298,15	24,24
n-8,8,8	ac-2ph	ammonium	carboxylates	303,15	23,90
n-8,8,8	ac-2ph	ammonium	carboxylates	308,15	23,62
n-8,8,8	ac-2ph	ammonium	carboxylates	313,15	23,37
n-8,8,8	ac-2ph	ammonium	carboxylates	318,15	23,16
n-8,8,8	ac-2ph	ammonium	carboxylates	323,15	22,81
n-8,8,8	ac-2ph	ammonium	carboxylates	328,15	22,53
n-8,8,8	ac-2ph	ammonium	carboxylates	333,15	22,27
n-8,8,8	naphthoate2	ammonium	heterocyclic amines	293,15	28,33
n-8,8,8	naphthoate2	ammonium	heterocyclic amines	298,15	27,77
n-8,8,8	naphthoate2	ammonium	heterocyclic amines	303,15	27,15
n-8,8,8	naphthoate2	ammonium	heterocyclic amines	308,15	26,52
n-8,8,8	naphthoate2	ammonium	heterocyclic amines	313,15	25,72
n-8,8,8	naphthoate2	ammonium	heterocyclic amines	318,15	25,01
n-8,8,8	naphthoate2	ammonium	heterocyclic amines	323,15	24,49
n-8,8,8	naphthoate2	ammonium	heterocyclic amines	328,15	23,96
n-8,8,8	naphthoate2	ammonium	heterocyclic amines	333,15	23,26
n-8,8,8	ph-coo[1],4t[4]	ammonium	carboxylates	293,15	24,85
n-8,8,8	ph-coo[1],4t[4]	ammonium	carboxylates	298,15	24,45
n-8,8,8	ph-coo[1],4t[4]	ammonium	carboxylates	303,15	23,88
n-8,8,8	ph-coo[1],4t[4]	ammonium	carboxylates	308,15	23,41
n-8,8,8	ph-coo[1],4t[4]	ammonium	carboxylates	313,15	23,02
n-8,8,8	ph-coo[1],4t[4]	ammonium	carboxylates	318,15	22,76
n-8,8,8	ph-coo[1],4t[4]	ammonium	carboxylates	323,15	22,37
n-8,8,8	ph-coo[1],4t[4]	ammonium	carboxylates	328,15	21,98
n-8,8,8	ph-coo[1],4t[4]	ammonium	carboxylates	333,15	21,73
n=c-o1,1,1	ntf2	amidium	bistriflamide derivatives	298,15	36,20
n=c-o1,1,1	otf	amidium	sulfonates	298,15	41,30
n=c-o2,1,1	ntf2	amidium	bistriflamide derivatives	298,15	34,50
n=c1-o1,2,2	ntf2	amidium	bistriflamide derivatives	298,15	35,10
n=c1-o2,1,1	ntf2	amidium	bistriflamide derivatives	298,15	34,90
n=c1-o2,1,1	otf	amidium	sulfonates	298,15	35,80
p-14,6,6,6	8ac	phosphonium	carboxylates	298,00	29,00
p-14,6,6,6	8ac	phosphonium	carboxylates	307,90	28,50
p-14,6,6,6	8ac	phosphonium	carboxylates	318,00	27,80
p-14,6,6,6	8ac	phosphonium	carboxylates	328,50	27,20
p-14,6,6,6	8ac	phosphonium	carboxylates	338,00	26,60
p-14,6,6,6	8ac	phosphonium	carboxylates	343,20	26,20
p-14,6,6,6	br	phosphonium	inorganics	298,20	30,90
p-14,6,6,6	br	phosphonium	inorganics	308,50	30,20
p-14,6,6,6	br	phosphonium	inorganics	318,00	29,60
p-14,6,6,6	br	phosphonium	inorganics	328,80	28,70
p-14,6,6,6	br	phosphonium	inorganics	338,60	28,10
p-14,6,6,6	br	phosphonium	inorganics	343,40	27,90
p-14,6,6,6	br	phosphonium	inorganics	293,15	29,97
p-14,6,6,6	br	phosphonium	inorganics	298,15	29,32
p-14,6,6,6	br	phosphonium	inorganics	303,15	28,94
p-14,6,6,6	br	phosphonium	inorganics	308,15	28,53
p-14,6,6,6	br	phosphonium	inorganics	313,15	28,15
p-14,6,6,6	br	phosphonium	inorganics	318,15	27,81
p-14,6,6,6	br	phosphonium	inorganics	323,15	27,46
p-14,6,6,6	br	phosphonium	inorganics	328,15	27,12
p-14,6,6,6	br	phosphonium	inorganics	333,15	26,78
p-14,6,6,6	br	phosphonium	inorganics	338,15	26,57
p-14,6,6,6	br	phosphonium	inorganics	343,15	26,24
p-14,6,6,6	cl	phosphonium	inorganics	298,60	30,60
p-14,6,6,6	cl	phosphonium	inorganics	308,00	30,10
p-14,6,6,6	cl	phosphonium	inorganics	318,00	29,30
p-14,6,6,6	cl	phosphonium	inorganics	328,10	28,60
p-14,6,6,6	cl	phosphonium	inorganics	338,30	27,80
p-14,6,6,6	cl	phosphonium	inorganics	343,30	27,50
p-14,6,6,6	cl	phosphonium	inorganics	293,15	30,70
p-14,6,6,6	cl	phosphonium	inorganics	298,00	33,62
p-14,6,6,6	cl	phosphonium	inorganics	302,90	33,15
p-14,6,6,6	cl	phosphonium	inorganics	307,40	32,72
p-14,6,6,6	cl	phosphonium	inorganics	312,10	32,30
p-14,6,6,6	cl	phosphonium	inorganics	315,80	32,01
p-14,6,6,6	cl	phosphonium	inorganics	319,50	31,74
p-14,6,6,6	cl	phosphonium	inorganics	324,00	31,43
p-14,6,6,6	cl	phosphonium	inorganics	328,00	31,15
p-14,6,6,6	cl	phosphonium	inorganics	332,80	30,76
p-14,6,6,6	cl	phosphonium	inorganics	337,30	30,42
p-14,6,6,6	cl	phosphonium	inorganics	342,10	30,00
p-14,6,6,6	cl	phosphonium	inorganics	347,70	29,55
p-14,6,6,6	cl	phosphonium	inorganics	298,15	32,30
p-14,6,6,6	dca	phosphonium	dicyanamides	298,40	32,30
p-14,6,6,6	dca	phosphonium	dicyanamides	308,00	31,60
p-14,6,6,6	dca	phosphonium	dicyanamides	318,00	30,90
p-14,6,6,6	dca	phosphonium	dicyanamides	328,40	30,30
p-14,6,6,6	dca	phosphonium	dicyanamides	339,20	29,70
p-14,6,6,6	dca	phosphonium	dicyanamides	343,40	29,40
p-14,6,6,6	dca	phosphonium	dicyanamides	293,15	30,99
p-14,6,6,6	dca	phosphonium	dicyanamides	295,10	35,22
p-14,6,6,6	dca	phosphonium	dicyanamides	299,40	34,85
p-14,6,6,6	dca	phosphonium	dicyanamides	303,00	34,58
p-14,6,6,6	dca	phosphonium	dicyanamides	305,00	34,45
p-14,6,6,6	dca	phosphonium	dicyanamides	310,40	34,06
p-14,6,6,6	dca	phosphonium	dicyanamides	314,40	33,80
p-14,6,6,6	dca	phosphonium	dicyanamides	318,40	33,50
p-14,6,6,6	dca	phosphonium	dicyanamides	322,50	33,24
p-14,6,6,6	dca	phosphonium	dicyanamides	326,10	32,94
p-14,6,6,6	dca	phosphonium	dicyanamides	327,40	32,61
p-14,6,6,6	dca	phosphonium	dicyanamides	333,00	32,20
p-14,6,6,6	dca	phosphonium	dicyanamides	338,60	31,66
p-14,6,6,6	dca	phosphonium	dicyanamides	343,10	31,33
p-14,6,6,6	dca	phosphonium	dicyanamides	348,50	31,09
p-14,6,6,6	dca	phosphonium	dicyanamides	283,61	32,69
p-14,6,6,6	dca	phosphonium	dicyanamides	288,08	32,54
p-14,6,6,6	dca	phosphonium	dicyanamides	293,41	32,02
p-14,6,6,6	dca	phosphonium	dicyanamides	298,24	31,82
p-14,6,6,6	dca	phosphonium	dicyanamides	303,20	31,32
p-14,6,6,6	dca	phosphonium	dicyanamides	308,17	30,84
p-14,6,6,6	dca	phosphonium	dicyanamides	313,25	30,40
p-14,6,6,6	dca	phosphonium	dicyanamides	318,30	30,08
p-14,6,6,6	dca	phosphonium	dicyanamides	323,33	29,65
p-14,6,6,6	dca	phosphonium	dicyanamides	328,09	29,18
p-14,6,6,6	dca	phosphonium	dicyanamides	333,58	28,77
p-14,6,6,6	dca	phosphonium	dicyanamides	338,57	28,35
p-14,6,6,6	dca	phosphonium	dicyanamides	343,57	27,93
p-14,6,6,6	dca	phosphonium	dicyanamides	348,64	27,56
p-14,6,6,6	dca	phosphonium	dicyanamides	353,49	27,11
p-14,6,6,6	dca	phosphonium	dicyanamides	358,57	26,70
p-14,6,6,6	dca	phosphonium	dicyanamides	365,21	26,14
p-14,6,6,6	dca	phosphonium	dicyanamides	283,57	32,46
p-14,6,6,6	dca	phosphonium	dicyanamides	288,09	31,93
p-14,6,6,6	dca	phosphonium	dicyanamides	293,35	31,85
p-14,6,6,6	dca	phosphonium	dicyanamides	298,20	31,68
p-14,6,6,6	dca	phosphonium	dicyanamides	303,15	30,98
p-14,6,6,6	dca	phosphonium	dicyanamides	308,16	30,28
p-14,6,6,6	dca	phosphonium	dicyanamides	313,21	29,67
p-14,6,6,6	dca	phosphonium	dicyanamides	318,29	29,57
p-14,6,6,6	dca	phosphonium	dicyanamides	323,39	29,41
p-14,6,6,6	dca	phosphonium	dicyanamides	328,05	28,72
p-14,6,6,6	dca	phosphonium	dicyanamides	333,58	28,62
p-14,6,6,6	dca	phosphonium	dicyanamides	338,55	28,21
p-14,6,6,6	dca	phosphonium	dicyanamides	343,55	27,83
p-14,6,6,6	dca	phosphonium	dicyanamides	348,56	27,59
p-14,6,6,6	dca	phosphonium	dicyanamides	353,46	26,45
p-14,6,6,6	dca	phosphonium	dicyanamides	358,44	26,17
p-14,6,6,6	dca	phosphonium	dicyanamides	365,15	25,74
p-14,6,6,6	dca	phosphonium	dicyanamides	298,15	33,10
p-14,6,6,6	fap	phosphonium	hexafluorophosphate derivatives	298,51	28,99
p-14,6,6,6	fap	phosphonium	hexafluorophosphate derivatives	305,16	28,68
p-14,6,6,6	fap	phosphonium	hexafluorophosphate derivatives	309,15	28,44
p-14,6,6,6	fap	phosphonium	hexafluorophosphate derivatives	313,65	28,14
p-14,6,6,6	fap	phosphonium	hexafluorophosphate derivatives	319,70	27,80
p-14,6,6,6	fap	phosphonium	hexafluorophosphate derivatives	325,35	27,58
p-14,6,6,6	fap	phosphonium	hexafluorophosphate derivatives	330,62	27,28
p-14,6,6,6	fap	phosphonium	hexafluorophosphate derivatives	337,90	26,85
p-14,6,6,6	fap	phosphonium	hexafluorophosphate derivatives	343,29	26,57
p-14,6,6,6	fap	phosphonium	hexafluorophosphate derivatives	293,15	30,40
p-14,6,6,6	ntf2	phosphonium	bistriflamide derivatives	298,20	30,10
p-14,6,6,6	ntf2	phosphonium	bistriflamide derivatives	307,90	29,50
p-14,6,6,6	ntf2	phosphonium	bistriflamide derivatives	317,90	28,70
p-14,6,6,6	ntf2	phosphonium	bistriflamide derivatives	327,90	28,10
p-14,6,6,6	ntf2	phosphonium	bistriflamide derivatives	337,80	27,50
p-14,6,6,6	ntf2	phosphonium	bistriflamide derivatives	343,20	27,30
p-14,6,6,6	ntf2	phosphonium	bistriflamide derivatives	293,15	30,75
p-14,6,6,6	ntf2	phosphonium	bistriflamide derivatives	303,15	30,25
p-14,6,6,6	ntf2	phosphonium	bistriflamide derivatives	313,15	29,52
